county_state,total_cases,total_fatalities,death_rate,total_tests,sq_mi,obes_percent,health_ins_noninst_pop,health_ins_noninst_pop_cov_yes,health_ins_noninst_pop_cov_no,inc_hhlds,inc_hhlds_less_than_10_000,inc_hhlds_10_000_to_14_999,inc_hhlds_15_000_to_24_999,inc_hhlds_25_000_to_34_999,inc_hhlds_35_000_to_49_999,inc_hhlds_50_000_to_74_999,inc_hhlds_75_000_to_99_999,inc_hhlds_100_000_to_149_999,inc_hhlds_150_000_to_199_999,inc_hhlds_200_000_or_more,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,race_pop,race_pop_hispanic_or_latino_of_any_race,race_pop_white_alone,race_pop_black_or_african_american_alone,race_pop_american_indian_and_alaska_native_alone,race_pop_asian_alone,race_pop_native_hawaiian_and_other_pacific_islander_alone,race_pop_some_other_race_alone,race_pop_two_or_more_races,sex_age_pop,sex_age_pop_male,sex_age_pop_female,sex_age_pop_under_5,sex_age_pop_5_to_9,sex_age_pop_10_to_14,sex_age_pop_15_to_19,sex_age_pop_20_to_24,sex_age_pop_25_to_34,sex_age_pop_35_to_44,sex_age_pop_45_to_54,sex_age_pop_55_to_59,sex_age_pop_60_to_64,sex_age_pop_65_to_74,sex_age_pop_75_to_84,sex_age_pop_85_and_over,sex_age_median_age_in_years,deaths_per_100_cases,cases_per_100_people,tests_per_100_people,pop_density,state,county,covid_severity,inc_hhlds_less_than_25_000,inc_hhlds_25_000_to_49_999,inc_hhlds_less_than_99_999,inc_hhlds_100_000_or_more,inc_hhlds_less_than_49_999,inc_hhlds_50_000_to_99_999,race_pop_other,sex_age_pop_0_to_44,sex_age_pop_45_to_74,sex_age_pop_75_and_over,sex_age_pop_0_to_64,sex_age_pop_65_and_over,sex_age_pop_0_to_35,sex_age_pop_35_to_59,sex_age_pop_60_to_84,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_inc_hhlds_less_than_25_000,percent_inc_hhlds_25_000_to_49_999,percent_inc_hhlds_less_than_99_999,percent_inc_hhlds_100_000_or_more,percent_inc_hhlds_less_than_49_999,percent_inc_hhlds_50_000_to_99_999,percent_race_pop_other,percent_sex_age_pop_0_to_44,percent_sex_age_pop_45_to_74,percent_sex_age_pop_75_and_over,percent_sex_age_pop_0_to_64,percent_sex_age_pop_65_and_over,percent_sex_age_pop_0_to_35,percent_sex_age_pop_35_to_59,percent_sex_age_pop_60_to_84
"Jefferson County, Florida",659.0,9.0,0.013657056145675266,4275,598.077,0.115,11791,11039,752,5771,516,283,712,808,633,1230,555,713,213,108,48173,61993,23448,43971,34897,14105,565,8383,4847,77,30,0,0,203,14105,7507,6598,611,746,574,517,747,1664,1844,2035,959,1307,1975,842,284,47.2,1.3657056145675266,4.672102091456932,30.30840127614321,23.58391979628041,Florida,Jefferson,3,1511,1441,4737,926,2952,1785,280,6703,6276,1126,11004,3101,4859,4838,4124,0.9362225426172504,0.06377745738274955,0.08941258014208976,0.049038294922890316,0.12337549818055794,0.14001039681164446,0.1096863628487264,0.21313463871079533,0.09617050771096863,0.12354877837463178,0.0369086813377231,0.018714260959972275,0.04005671747607231,0.5943282523927685,0.3436370081531372,0.005459057071960298,0.0021269053527118048,0.0,0.0,0.014392059553349875,0.5322226160935838,0.4677773839064162,0.04331797235023042,0.052889046437433536,0.040694789081885854,0.03665366891173343,0.05295994328252393,0.11797235023041475,0.13073378234668556,0.14427507975895076,0.06799007444168735,0.09266217653314428,0.14002126905352713,0.05969514356611131,0.020134704005671748,0.26182637324553804,0.24969675966037086,0.8208282793276729,0.16045745971235487,0.5115231329059089,0.309305146421764,0.01985111662531017,0.4752215526409075,0.44494859978730944,0.07982984757178306,0.7801488833746898,0.21985111662531015,0.3444877702942219,0.3429989365473237,0.2923785891527827
"Madison County, Florida",1073.0,24.0,0.022367194780987885,6435,696.529,0.138,16422,14265,2157,6682,893,688,1063,642,1054,1006,591,450,179,116,35509,50429,19223,37344,29389,18474,966,10057,7081,70,194,2,0,104,18474,9829,8645,921,1049,933,1139,982,2555,2170,2476,1339,1268,2157,1159,326,42.9,2.2367194780987885,5.80816282342752,34.832737901916204,26.522944486159226,Florida,Madison,3,2644,1696,5937,629,4340,1597,176,9749,7240,1485,14832,3642,7579,5985,4584,0.8686518085495067,0.13134819145049326,0.13364262196947022,0.10296318467524693,0.15908410655492367,0.0960790182580066,0.15773720442981146,0.1505537264292128,0.08844657288237055,0.06734510625561209,0.026788386710565697,0.01736007183478001,0.052289704449496585,0.5443867056403594,0.3832954422431525,0.0037891090180794634,0.010501244992963085,0.00010826025765941322,0.0,0.005629533398289488,0.5320450362671864,0.4679549637328137,0.04985384865215979,0.05678250514236224,0.05050341019811627,0.061654216737035826,0.05315578651077189,0.1383024791599004,0.11746237956046335,0.13402619898235354,0.07248024250297716,0.06863700335606797,0.11675868788567716,0.06273681931362997,0.017646421998484357,0.3956899131996408,0.253816222687818,0.8885064351990422,0.0941334929661778,0.6495061358874589,0.23900029931158334,0.009526902674028365,0.5277146259608098,0.3919021327270759,0.08038324131211433,0.8028580708022085,0.1971419291977915,0.4102522464003464,0.3239688210457941,0.24813251055537516
"Liberty County, Florida",532.0,10.0,0.01879699248120301,3767,835.563,0.122,6954,5666,1288,2381,230,102,287,459,427,318,199,271,74,14,37363,52360,17197,37841,39911,8365,484,6363,1215,90,20,0,34,159,8365,5110,3255,375,397,366,536,684,1171,1145,1185,624,577,810,396,99,40.3,1.879699248120301,6.359832635983263,45.03287507471608,10.01121399583275,Florida,Liberty,3,619,886,2022,345,1505,517,283,4674,3196,495,7060,1305,3529,2954,1783,0.8147828587863101,0.18521714121369,0.09659806803863924,0.04283914321713566,0.12053758924821505,0.19277614447711044,0.17933641327173455,0.13355732885342292,0.08357832843343133,0.11381772364552707,0.03107937841243175,0.005879882402351953,0.057860131500298874,0.7606694560669456,0.1452480573819486,0.010759115361625823,0.002390914524805738,0.0,0.004064554692169754,0.01900777047220562,0.6108786610878661,0.3891213389121339,0.04482964734010759,0.0474596533173939,0.04375373580394501,0.06407650926479379,0.08176927674835624,0.13998804542737595,0.13687985654512852,0.14166168559474,0.07459653317393904,0.06897788404064555,0.0968320382546324,0.04734010759115362,0.011835026897788405,0.2599748005039899,0.372112557748845,0.8492230155396892,0.14489710205795886,0.6320873582528349,0.21713565728685427,0.0338314405260012,0.558756724447101,0.3820681410639571,0.05917513448894202,0.8439928272564255,0.15600717274357442,0.4218768679019725,0.35313807531380753,0.2131500298864316
"Hamilton County, Florida",901.0,9.0,0.009988901220865706,5770,513.7819999999998,0.134,10987,9419,1568,4485,640,422,630,562,518,895,351,339,29,99,34583,48405,15097,40309,28155,14269,1332,7832,4836,83,8,0,15,163,14269,8281,5988,669,865,732,813,1057,1986,1781,2019,1248,748,1487,652,212,41.5,0.9988901220865706,6.3143878337655055,40.43731165463593,27.772479378413426,Florida,Hamilton,3,1692,1080,4018,368,2772,1246,261,7903,5502,864,11918,2351,6122,5048,2887,0.8572858833166469,0.14271411668335304,0.1426978818283166,0.09409141583054627,0.14046822742474915,0.1253065774804905,0.11549609810479375,0.1995540691192865,0.0782608695652174,0.07558528428093646,0.006465997770345597,0.02207357859531773,0.09334921858574532,0.5488821921648328,0.33891653234284114,0.005816805662625272,0.0005606559674819539,0.0,0.0010512299390286637,0.011423365337444813,0.5803490083397576,0.4196509916602425,0.046884855280678386,0.06062092648398626,0.05130002102459878,0.056976662695353564,0.07407666970355316,0.13918284392739505,0.12481603476066998,0.14149554979325812,0.0874623309271848,0.05242133295956269,0.10421192795570818,0.04569346134977925,0.014857383138271778,0.377257525083612,0.2408026755852843,0.8958751393534002,0.08205128205128205,0.6180602006688963,0.2778149386845039,0.018291400939098743,0.5538580138762352,0.3855911416357138,0.06055084448805102,0.8352372275562407,0.1647627724437592,0.4290419791155652,0.3537739154811129,0.2023267222650501
"Bay County, Florida",6655.0,132.0,0.019834710743801654,39992,758.5310000000003,0.105,177687,152436,25251,70199,4814,3858,6931,7327,10980,13186,9075,8859,2876,2293,51829,69260,28017,43702,34967,182482,11453,139651,19650,989,4067,30,675,5967,182482,90768,91714,11389,11129,10582,10136,11442,26120,22103,24546,13502,11373,17440,9271,3449,39.4,1.9834710743801651,3.6469350401683456,21.915586194802774,240.572896822938,Florida,Bay,3,15603,18307,56171,11735,33910,22261,7661,102901,66861,12720,152322,30160,80798,60151,38084,0.8578905603673876,0.1421094396326124,0.06857647544836823,0.05495804783543925,0.09873360019373496,0.1043747061923959,0.15641248450832632,0.18783743358167496,0.12927534580264674,0.12619837889428626,0.040969244576133566,0.032664282966993835,0.06276235464319767,0.7652864392104427,0.10768185355267916,0.005419712629190825,0.022287129689503624,0.00016439977641630407,0.0036989949693668413,0.032699115529202884,0.4974079635251696,0.5025920364748304,0.06241163512017624,0.0609868370579016,0.057989281134577665,0.055545204458521936,0.06270207472517837,0.14313740533312874,0.12112427527098565,0.13451189706382,0.07399085937243126,0.06232395523942087,0.09557107002334476,0.05080501090518517,0.01890049429532776,0.2222681234775424,0.26078719070072226,0.8001680935625863,0.1671676234704198,0.4830553141782646,0.3171127793843217,0.04198222290417685,0.5638967131004702,0.3663977816990169,0.06970550520051293,0.8347234247761423,0.1652765752238577,0.44277243782948456,0.3296270317072369,0.20870003616795085
"Columbia County, Florida",4211.0,71.0,0.016860603182142008,19229,797.55,0.128,64352,56341,8011,24985,2092,1602,3017,2944,3938,4735,2685,2570,800,602,44491,62378,23901,40989,35294,69105,4120,50262,12099,184,625,47,41,1727,69105,35683,33422,4129,4656,3826,4274,4406,8716,8083,8942,4633,5016,7276,3789,1359,40.7,1.6860603182142009,6.0936256421387744,27.825772375370807,86.64660522851233,Florida,Columbia,3,6711,6882,21013,3370,13593,7420,1999,38090,25867,5148,56681,12424,30007,21658,16081,0.8755128045748384,0.1244871954251616,0.08373023814288573,0.06411847108264959,0.12075245147088252,0.11783069841905144,0.15761456874124474,0.18951370822493496,0.10746447868721233,0.10286171703021812,0.03201921152691615,0.0240944566740044,0.059619419723609,0.7273279791621445,0.17508139787280225,0.002662614861442732,0.009044208089139714,0.0006801244483033065,0.0005933000506475652,0.024990955791910862,0.5163591635916359,0.4836408364083641,0.05974965632009261,0.06737573258085522,0.05536502423847768,0.06184791259677304,0.06375804934519934,0.1261269083279068,0.11696693437522612,0.12939729397293973,0.06704290572317488,0.0725851964401997,0.10528905289052892,0.05482960711960061,0.019665726069025398,0.2686011606964179,0.27544526716029616,0.8410246147688614,0.1348809285571343,0.544046427856714,0.2969781869121473,0.02892699515230446,0.5511902177845308,0.3743144490268432,0.07449533318862599,0.8202156139208451,0.1797843860791549,0.4342232834093047,0.3134071340713407,0.2327038564503292
"Baker County, Florida",1750.0,19.0,0.010857142857142857,9005,585.23,0.136,25164,22021,3143,8625,638,233,938,827,1154,1802,1128,1220,368,317,61769,73897,24070,44644,35984,27785,674,22640,3770,67,206,9,30,389,27785,14753,13032,1573,1508,2372,1704,1969,3676,3513,4096,1778,1769,2451,1024,352,37.6,1.0857142857142856,6.298362425769299,32.40957351088717,47.47706030107822,Florida,Baker,3,1809,1981,6720,1588,3790,2930,495,16315,10094,1376,23958,3827,12802,9387,5244,0.8750993482753141,0.12490065172468605,0.07397101449275363,0.02701449275362319,0.1087536231884058,0.0958840579710145,0.13379710144927534,0.20892753623188406,0.13078260869565214,0.14144927536231885,0.042666666666666665,0.0367536231884058,0.024257692999820047,0.8148281446823826,0.1356847219722872,0.002411373043008817,0.00741407234119129,0.00032391578189670686,0.0010797192729890231,0.01400035990642433,0.5309699478135684,0.4690300521864315,0.05661328054705776,0.054273888788914884,0.08536980385099874,0.0613280547057765,0.07086557495051286,0.13230160158358828,0.12643512686701458,0.14741767140543455,0.06399136224581609,0.06366744646391938,0.08821306460320316,0.03685441785135864,0.012668706136404535,0.20973913043478265,0.22968115942028985,0.7791304347826087,0.1841159420289855,0.4394202898550725,0.3397101449275362,0.017815368004318877,0.5871873312938636,0.3632895447183732,0.04952312398776318,0.8622638114090336,0.13773618859096634,0.46075220442684894,0.3378441605182653,0.1887349289184812
"Holmes County, Florida",885.0,12.0,0.013559322033898305,5750,478.85699999999997,0.122,17620,14284,3336,7016,691,746,997,828,1059,1198,804,534,63,96,38608,49636,18574,36971,33455,19430,533,16894,1315,216,141,71,5,255,19430,10484,8946,898,1169,1037,1088,1177,2484,2363,2669,1378,1318,2165,1240,444,42.5,1.3559322033898304,4.554812146165722,29.593412249099327,40.575787761273205,Florida,Holmes,3,2434,1887,6323,597,4321,2002,547,10216,7530,1684,15581,3849,7853,6410,4723,0.8106696935300794,0.18933030646992052,0.0984891676168757,0.1063283922462942,0.1421037628278221,0.11801596351197265,0.15094070695553022,0.17075256556442414,0.1145952109464082,0.07611174458380844,0.008979475484606614,0.013683010262257695,0.02743180648481729,0.8694801852804941,0.06767884714359239,0.011116829644879051,0.0072568193515182705,0.0036541430777148744,0.0002573340195573855,0.01312403499742666,0.5395779722079259,0.4604220277920741,0.04621718991250643,0.06016469377251672,0.05337107565620175,0.055995882655687085,0.060576428203808534,0.1278435409161091,0.12161605764282038,0.13736489963973236,0.07092125579001543,0.06783324755532681,0.11142563046834793,0.0638188368502316,0.02285126093669583,0.34692132269099196,0.2689566704675028,0.9012257696693272,0.08509122006841505,0.6158779931584949,0.2853477765108324,0.028152341739577976,0.52578486875965,0.38754503345342256,0.08667009778692743,0.8019042717447247,0.19809572825527536,0.4041688111168296,0.3299022130725682,0.24307771487390634
"Martin County, Florida",5287.0,164.0,0.031019481747682997,41839,543.785,0.073,154467,136704,17763,63865,3380,2425,7002,5956,8682,11698,7391,8357,3557,5417,57959,93768,40389,48007,41819,157581,21094,123852,8564,308,2067,92,291,1313,157581,78002,79579,6439,6168,8600,8009,7055,14248,14823,20515,11861,12452,23548,15957,7906,51.9,3.1019481747683,3.3550999168681503,26.550789752571692,289.78548507222524,Florida,Martin,3,12807,14638,46534,11914,27445,19089,2004,65342,68376,23863,110170,47411,50519,47199,51957,0.8850045640816485,0.1149954359183515,0.052924136851170436,0.037970719486416664,0.10963751663665544,0.09325921866437016,0.13594300477569873,0.18316761919674315,0.11572848978313632,0.1308541454630862,0.0556956079229625,0.08481954121976043,0.1338613157677639,0.7859576979458184,0.054346653467105814,0.001954550358228466,0.0131170636053839,0.0005838267303799316,0.0018466693319626093,0.00833222279335707,0.4949962241640807,0.5050037758359193,0.04086152518387369,0.0391417747063415,0.054575107405080564,0.05082465525666165,0.044770625900330624,0.09041699189623116,0.09406590896110573,0.1301870149320032,0.07526922661996052,0.07901967876837944,0.1494342592063764,0.10126220800731052,0.05017102315634499,0.20053237297424253,0.2292022234400689,0.7286307053941908,0.1865497533860487,0.42973459641431133,0.29889610897987945,0.012717269213928076,0.4146565893096249,0.4339101795267196,0.1514332311636555,0.6991325096299681,0.3008674903700319,0.3205906803485192,0.29952215051306946,0.3297161459820664
"Hillsborough County, Florida",46907.0,759.0,0.016180953802204363,360281,1021.8480000000001,0.099,1367433,1189311,178122,516478,35090,23693,50492,50225,71260,92616,62903,68951,28785,32463,56137,79843,31173,48321,40541,1378883,386478,682935,213409,2483,54617,723,5332,32906,1378883,673286,705597,87034,87580,87895,88614,92002,208393,186834,187388,85819,77648,112780,54018,22878,36.9,1.6180953802204363,3.4018114662375267,26.128467752521424,1349.4012808167165,Florida,Hillsborough,3,109275,121485,386279,97736,230760,155519,41444,838352,463635,76896,1189207,189676,651518,460041,244446,0.869739870253241,0.13026012974675907,0.06794093843300199,0.0458741708262501,0.0977621505659486,0.09724518759753563,0.1379729630303711,0.1793222557398379,0.12179221573813405,0.13350229825858992,0.05573325485306247,0.06285456495726828,0.28028338880093523,0.4952813255366844,0.15476947645304207,0.0018007329120744836,0.03960959704340397,0.0005243374528513296,0.003866898061691964,0.023864243739316532,0.488283632476432,0.511716367523568,0.06311920590797042,0.06351517859020671,0.06374362436841995,0.06426506092250031,0.06672212218150489,0.15113174939425608,0.13549663024346514,0.13589840472324338,0.062238057906290827,0.056312246941908776,0.0817908408472655,0.039175187452452465,0.01659169052051552,0.21157725982520068,0.2352181506279067,0.7479098819310793,0.1892355531116524,0.4467954104531074,0.30111447147797193,0.030056212165934314,0.6079935716083236,0.33623955041870845,0.055766877972967976,0.8624422811797665,0.1375577188202335,0.4724969413648584,0.33363309287299936,0.17727827524162673
"Manatee County, Florida",12971.0,327.0,0.025210084033613446,119440,743.133,0.081,370913,323667,47246,143652,7649,6388,14180,15706,20629,26598,16986,20901,7469,7146,56036,78296,32070,43650,37883,373853,60515,267310,31631,844,7534,209,391,5419,373853,180595,193258,18190,20506,19330,19579,18459,38940,38814,46900,26653,27555,53930,32191,12806,48.0,2.5210084033613445,3.4695455165532976,31.94838613037745,503.0768381972002,Florida,Manatee,3,28217,36335,108136,28370,64552,43584,6863,173818,155038,44997,274926,98927,135004,112367,113676,0.8726224208911524,0.12737757910884762,0.05324673516553894,0.04446857683847075,0.09871077325759474,0.1093336674741737,0.14360398741402836,0.18515579316681985,0.11824408988388604,0.14549745217609222,0.051993707014173135,0.049745217609222285,0.16186843491960745,0.7150136550997317,0.08460812137390901,0.002257571826359559,0.020152305852835204,0.0005590432603188954,0.0010458656209793688,0.014495002046258825,0.4830641990301001,0.5169358009698999,0.04865548758469238,0.054850435866503684,0.05170481445915908,0.05237085164489786,0.0493750217331411,0.10415858639625736,0.10382155553118473,0.12545037755481436,0.0712927273554044,0.07370544037362277,0.144254559947359,0.08610603632978737,0.034254105223175964,0.19642608526160446,0.25293765488820197,0.7527636232005124,0.19749115919026536,0.4493637401498065,0.3033998830507059,0.018357482753916646,0.4649367532158362,0.4147031052312005,0.12036014155296333,0.7353852984996777,0.26461470150032235,0.36111519768465145,0.30056466044140345,0.30406603665076914
"Clay County, Florida",5948.0,117.0,0.019670477471418958,55256,604.781,0.10400000000000001,204438,183269,21169,73398,3653,1965,6162,6807,9541,15541,10881,11510,4600,2738,62653,78932,29138,49708,40114,207291,20037,152228,20242,205,6016,100,780,7683,207291,102225,105066,11571,14339,13839,14590,11925,25819,26825,29895,15183,12374,19606,8804,2521,39.5,1.967047747141896,2.869396162882132,26.656246532652162,342.75382328479236,Florida,Clay,2,11780,16348,54550,16110,28128,26422,8768,118908,77058,11325,176360,30931,92083,71903,40784,0.8964527142703411,0.10354728572965886,0.04976974849450939,0.026771846644322733,0.08395324123273114,0.09274094661979893,0.12998991798141638,0.21173601460530256,0.14824654622741765,0.1568162620234884,0.0626720074116461,0.037303468759366736,0.09666121539285352,0.7343685929442185,0.09765016329700757,0.0009889479041540637,0.0290220028848334,0.0004824136117824701,0.0037628261719032654,0.03706383779324717,0.49314731464463,0.50685268535537,0.055820079019349614,0.06917328779348839,0.06676121973457604,0.07038414595906238,0.05752782320505955,0.12455437042611595,0.1294074513606476,0.14421754924236946,0.07324485867693242,0.05969386032196285,0.09458201272607107,0.04247169438132866,0.012161647153036071,0.16049483637156325,0.2227308646012153,0.7432082618054988,0.21948826943513447,0.3832257009727785,0.35998256083272023,0.04229802548108697,0.5736283774982995,0.3717382809673358,0.054633341534364735,0.8507846457395641,0.1492153542604358,0.4442209261376519,0.34686985927994946,0.19674756742936256
"Hardee County, Florida",1578.0,16.0,0.010139416983523449,8700,637.582,0.15,25496,22393,3103,7772,770,503,1281,1140,1112,1316,629,653,232,136,37594,54735,18257,31787,27364,27228,11834,12865,2082,45,212,21,5,164,27228,14705,12523,1765,2078,2113,1973,1976,3672,3226,3333,1477,1409,2366,1382,458,35.1,1.0139416983523448,5.7955046275892474,31.95240193918026,42.70509518775624,Florida,Hardee,3,2554,2252,6751,885,4806,1945,235,16803,8585,1840,23022,4206,13577,8036,5157,0.8782946344524631,0.12170536554753687,0.0990735975295934,0.06471950591868245,0.1648224395265054,0.14668039114770973,0.14307771487390633,0.16932578486875965,0.08093154915079774,0.08401955738548636,0.02985074626865672,0.017498713329902212,0.4346261201704128,0.4724915528132804,0.07646540326134861,0.0016527104451300133,0.007786102541501395,0.0007712648743940062,0.00018363449390333483,0.006023211400029382,0.5400690465697077,0.4599309534302923,0.06482297634787719,0.07631849566622595,0.0776039371235493,0.07246217129425593,0.07257235199059793,0.13486117232260908,0.11848097546643163,0.12241075363596295,0.0542456294990451,0.05174820038195975,0.08689584251505802,0.050756574114881735,0.016820919641545466,0.32861554297478124,0.2897581060216161,0.8686309830159548,0.11387030365414308,0.6183736489963974,0.2502573340195574,0.008630821213456734,0.6171220802115469,0.31530042603202585,0.0675774937564272,0.8455266637285148,0.15447333627148524,0.4986411047451153,0.2951373586014397,0.1894006170118995
"Marion County, Florida",10694.0,345.0,0.03226108097998878,82658,1588.4070000000006,0.12,339473,297640,41833,136514,9757,7462,18053,18832,22663,27026,14045,11997,3375,3304,43361,58779,24570,37956,33256,348371,44391,246731,42216,908,5288,206,1051,7580,348371,167211,181160,17419,17867,18682,17686,17685,37013,34074,41372,24078,23612,54346,33370,11167,48.6,3.2261080979988783,3.0697159063182635,23.727003682855354,219.32099266749643,Florida,Marion,3,35272,41495,117838,15372,76767,41071,9745,160426,143408,44537,249488,98883,126352,99524,111328,0.8767707593829259,0.12322924061707413,0.07147252296467761,0.054661060404061115,0.1322428468874987,0.1379492213252853,0.16601227712908567,0.19797236913430125,0.10288322076856586,0.08788109644432072,0.024722739059730138,0.024202645882473596,0.12742449859488875,0.7082420752588476,0.12118115457371595,0.0026064167224022663,0.015179219854695138,0.0005913236176375186,0.003016898651150641,0.02175841272666209,0.4799796768387725,0.5200203231612276,0.050001291726349206,0.0512872770695609,0.05362673701312681,0.050767716026879385,0.05076484552388115,0.10624592747387124,0.09780951916204277,0.11875845004320107,0.0691159711916319,0.0677783167944519,0.15600035594237174,0.09578868505128152,0.032054906981350335,0.2583764302562375,0.30396149845437104,0.8631935186134755,0.11260383550405087,0.5623379287106084,0.3008555899028671,0.02797305171785252,0.4605033139957115,0.4116530939716567,0.12784359203263188,0.7161560520249963,0.2838439479750037,0.3626937948336687,0.2856839403968757,0.3195673577881052
"Volusia County, Florida",12453.0,316.0,0.025375411547418292,107162,1101.243,0.1,522429,457315,65114,212985,15878,10708,25922,26972,33545,39505,24178,22922,7000,6355,46760,64048,27272,40975,35359,527634,70582,381288,54722,1656,9158,160,1594,8474,527634,257275,270359,25018,25571,26771,29299,31769,60080,55178,68500,40265,39677,69830,38071,17605,46.5,2.5375411547418287,2.360158746403757,20.30991179491845,479.12586050490216,Florida,Volusia,2,52508,60517,176708,29922,113025,63683,11884,253686,218272,55676,402128,125506,198508,163943,147578,0.8753629679822521,0.12463703201774788,0.07454985092846914,0.05027584102166819,0.12170810150949594,0.12663802615207645,0.15749935441463014,0.1854825457191821,0.11351973143648615,0.10762260253069464,0.032866164283869764,0.02983778200342747,0.13377075776011402,0.7226372826618451,0.10371204281755914,0.0031385392146829052,0.01735672833820413,0.00030324050383409714,0.0030210335194471925,0.01606037518431337,0.4876012538994833,0.5123987461005166,0.047415443280759015,0.04846351827213561,0.050737822050891335,0.05552902201147007,0.06021029728940895,0.11386680918970347,0.10457627825348632,0.12982484070397282,0.0763123680429995,0.0751979591914092,0.13234552739209374,0.07215418263417445,0.0333659316874955,0.2465337934596333,0.28413738056670657,0.8296734511820081,0.1404887668145644,0.5306711740263399,0.29900227715566824,0.022523188422277563,0.4807991903478548,0.4136806953304753,0.10552011432166994,0.7621343582862363,0.2378656417137637,0.3762229120943684,0.31071348700045864,0.2796976692176774
"Dixie County, Florida",885.0,11.0,0.012429378531073449,5669,705.105,0.11199999999999999,14879,12318,2561,6520,634,594,937,800,1428,1029,346,447,179,126,38237,51366,20527,40159,35970,16437,647,13878,1334,38,16,5,0,519,16437,9218,7219,733,797,973,897,667,1757,1942,2301,1256,1382,2200,1282,250,47.3,1.242937853107345,5.384194196021172,34.489262030784204,23.311421703150593,Florida,Dixie,3,2165,2228,5768,626,4393,1375,562,7766,7139,1532,12705,3732,5824,5499,4864,0.8278782176221521,0.17212178237784798,0.09723926380368098,0.0911042944785276,0.1437116564417178,0.12269938650306747,0.21901840490797547,0.15782208588957056,0.053067484662576686,0.06855828220858896,0.02745398773006135,0.019325153374233132,0.0393624140658271,0.8443146559591166,0.08115836223155078,0.002311857394901746,0.00097341363995863,0.00030419176248707184,0.0,0.03157510494615806,0.5608079333211656,0.4391920666788343,0.04459451238060473,0.04848816694043925,0.05919571697998417,0.054572002190180685,0.04057918111577539,0.10689298533795703,0.1181480805499787,0.13998904909655047,0.07641297073675245,0.08407860315142666,0.1338443754943116,0.07799476790168522,0.015209588124353591,0.3320552147239264,0.34171779141104297,0.8846625766871166,0.09601226993865032,0.6737730061349694,0.21088957055214724,0.034191154103546874,0.47247064549492,0.4343249984790412,0.0932043560260388,0.7729512684796496,0.22704873152035046,0.3543225649449413,0.33455010038328165,0.2959177465474235
"Lake County, Florida",8445.0,225.0,0.02664298401420959,94150,950.698,0.099,331957,293587,38370,130190,7066,6322,14467,15381,19746,25344,17767,15076,5304,3717,51884,66691,27052,42269,36386,335362,50061,236868,33118,1234,6445,201,1324,6111,335362,162402,172960,16662,17593,19738,18031,16249,35434,36342,42073,21764,23325,47920,30731,9500,46.8,2.6642984014209588,2.5181743906584524,28.074140779217682,352.7534506225952,Florida,Lake,2,27855,35127,106093,20380,62982,43111,8870,160049,135082,40231,247211,88151,123707,100179,101976,0.8844127402043036,0.11558725979569645,0.054274521852676866,0.048559797219448496,0.11112220600660573,0.1181427144942008,0.15167063522543975,0.19466932944158535,0.13646977494431214,0.115799984637837,0.040740456256240884,0.02855057992165297,0.1492745152998849,0.7063054251823403,0.09875298930707713,0.003679605918380735,0.019218039014557403,0.0005993523416487257,0.003947972638521955,0.018222100297588875,0.4842588009374944,0.5157411990625056,0.04968362545547796,0.05245973008271659,0.05885580357941567,0.05376578145407053,0.04845212039527436,0.10565895957204452,0.10836648159302484,0.12545547796112858,0.06489703663503915,0.06955170830326632,0.14289036921296985,0.09163530751844276,0.028327598237128836,0.21395652507873109,0.2698133497196405,0.8149089791842692,0.1565404408940779,0.4837698747983717,0.33113910438589755,0.02644903119614029,0.4772425021320245,0.4027945921124039,0.1199629057555716,0.7371467250314585,0.26285327496854144,0.3688760205389997,0.29871899618919256,0.30407738503467896
