,county_state,total_cases,total_fatalities,death_rate,total_tests,race_pop,race_pop_hispanic_or_latino_of_any_race,race_pop_white_alone,race_pop_black_or_african_american_alone,race_pop_american_indian_and_alaska_native_alone,race_pop_asian_alone,race_pop_native_hawaiian_and_other_pacific_islander_alone,race_pop_some_other_race_alone,race_pop_two_or_more_races,sex_age_pop,sex_age_pop_male,sex_age_pop_female,sex_age_pop_under_5,sex_age_pop_5_to_9,sex_age_pop_10_to_14,sex_age_pop_15_to_19,sex_age_pop_20_to_24,sex_age_pop_25_to_34,sex_age_pop_35_to_44,sex_age_pop_45_to_54,sex_age_pop_55_to_59,sex_age_pop_60_to_64,sex_age_pop_65_to_74,sex_age_pop_75_to_84,sex_age_pop_85_and_over,sex_age_median_age_in_years,sq_mi,obes_percent,health_ins_noninst_pop,health_ins_noninst_pop_cov_yes,health_ins_noninst_pop_private,health_ins_noninst_pop_public,health_ins_noninst_pop_cov_no,inc_hhlds,inc_hhlds_less_than_10_000,inc_hhlds_10_000_to_14_999,inc_hhlds_15_000_to_24_999,inc_hhlds_25_000_to_34_999,inc_hhlds_35_000_to_49_999,inc_hhlds_50_000_to_74_999,inc_hhlds_75_000_to_99_999,inc_hhlds_100_000_to_149_999,inc_hhlds_150_000_to_199_999,inc_hhlds_200_000_or_more,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,deaths_per_100_cases,cases_per_100_people,tests_per_100_people,pop_density,covid_severity,inc_hhlds_less_than_25_000,inc_hhlds_25_000_to_49_999,inc_hhlds_less_than_99_999,inc_hhlds_100_000_or_more,inc_hhlds_less_than_49_999,inc_hhlds_50_000_to_99_999,race_pop_other,race_pop_minority,sex_age_pop_0_to_44,sex_age_pop_45_to_74,sex_age_pop_75_and_over,sex_age_pop_0_to_64,sex_age_pop_65_and_over,sex_age_pop_0_to_35,sex_age_pop_35_to_59,sex_age_pop_60_to_84,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more,percent_inc_hhlds_less_than_25_000,percent_inc_hhlds_25_000_to_49_999,percent_inc_hhlds_less_than_99_999,percent_inc_hhlds_100_000_or_more,percent_inc_hhlds_less_than_49_999,percent_inc_hhlds_50_000_to_99_999,percent_race_pop_other,percent_race_pop_minority,percent_sex_age_pop_0_to_44,percent_sex_age_pop_45_to_74,percent_sex_age_pop_75_and_over,percent_sex_age_pop_0_to_64,percent_sex_age_pop_65_and_over,percent_sex_age_pop_0_to_35,percent_sex_age_pop_35_to_59,percent_sex_age_pop_60_to_84,county
31,"Plumas County, California",63.0,0.0,0.0,4309,18699,1629,15571,194,387,200,41,126,551,18699,9423,9276,859,893,827,992,698,1714,1844,2211,1592,2081,3160,1410,418,52.2,2553.062,0.046,18544,17897,12977,9297,647,8047,402,610,861,720,1189,1498,1057,1048,397,265,53270,71648,32710,56033,40080,0.0,0.3369164126423873,23.04401304882614,7.324146456294442,1,1873,1909,6337,1445,3782,2555,1105,3128,7827,9044,1828,13711,4988,5983,5647,6651,0.087116958126103,0.8327183271832719,0.010374886357559229,0.020696293919460932,0.010695759131504359,0.0021926306219583933,0.006738328252847746,0.029466816407294507,0.5039306914808278,0.4960693085191722,0.04593828546981122,0.047756564522166964,0.04422696400877052,0.053050965292261616,0.03732819936895021,0.09166265575699237,0.09861489919247016,0.11824161719878068,0.0851382426867747,0.11128937376330283,0.16899299427776887,0.07540510187710572,0.02235413658484411,0.9651100086281276,0.034889991371872306,0.049956505530011186,0.07580464769479309,0.10699639617248664,0.0894743382627066,0.14775692804771964,0.18615633155213124,0.13135329936622345,0.1302348701379396,0.04933515595874239,0.03293152727724618,0.2327575493972909,0.23723126631042624,0.7874984466260718,0.179570026096682,0.4699888157077172,0.31750963091835466,0.05909406920156157,0.16728167281672818,0.4185785336114231,0.4836622279266271,0.09775923846194984,0.7332477672602813,0.2667522327397187,0.3199636344189529,0.3019947590780256,0.35568746991817746,Plumas
32,"Riverside County, California",65902.0,1279.0,0.01940760523201117,737343,2383286,1154517,856468,144503,10064,147706,5846,5345,58837,2383286,1186188,1197098,158008,169403,177796,177697,170153,328917,303627,303884,142066,123126,186772,101900,39937,35.3,7206.559,0.09,2361744,2124439,1373585,957864,237305,718349,39712,30031,64175,65380,87029,124931,94201,116546,51748,44596,63948,84391,27142,50306,40480,1.940760523201117,2.765173797857244,30.93808296612325,330.7106762048295,2,133918,152409,505459,168294,286327,219132,80092,1526818,1485601,755848,141837,2054677,328609,1181974,749577,411798,0.4844223479683093,0.35936433982325244,0.0606318335273232,0.004222741206888305,0.06197577630213075,0.0024529158481189427,0.0022427018830304037,0.024687343440946655,0.4977111433541757,0.5022888566458243,0.06629837963215493,0.07107959346884933,0.07460120187002316,0.07455966258350866,0.07139428503335311,0.13800987376252788,0.12739847420745978,0.12750630851689645,0.05960929573706219,0.0516622847614596,0.07836743051400462,0.04275609389724943,0.016757116015450938,0.899521285964948,0.10047871403505207,0.055282320988822985,0.04180558475058781,0.0893367986869892,0.0910142563016027,0.12115141804331878,0.17391407240770154,0.1311354230325371,0.1622414731558059,0.07203740800084639,0.06208124463178761,0.1864247044264,0.21216567434492148,0.7036398742115602,0.2342788811566523,0.3985903787713215,0.3050494954402387,0.03360570237898431,0.6406356601767476,0.6233414705578768,0.3171453195294228,0.059513209912700364,0.8621193595732951,0.13788064042670498,0.49594299635041705,0.3145140784614184,0.17278580917271366,Riverside
33,"Sacramento County, California",25372.0,484.0,0.019076146933627625,459201,1510023,347025,682500,144003,5469,231740,16335,6086,76865,1510023,737742,772281,99356,101293,102000,94932,100159,234363,197732,195044,95111,87826,117908,57619,26680,36.0,965.445,0.08800000000000001,1495461,1401166,977056,594627,94295,536029,29236,27434,45253,46057,63279,93941,69723,85746,40791,34569,63902,85289,31311,53402,48002,1.9076146933627625,1.6802393076131954,30.410199049948243,1564.0694187654394,1,101923,109336,374923,126537,211259,163664,104755,827523,929835,495889,84299,1307816,202207,732103,487887,263353,0.2298143803107635,0.4519798705052837,0.09536477258955656,0.0036217991381588227,0.15346786108555965,0.010817716021544042,0.004030402185926969,0.050903198163206785,0.4885634192326872,0.5114365807673128,0.06579767328047323,0.06708043519866916,0.06754863998760284,0.06286791658140306,0.06632945325998346,0.15520492071975062,0.13094634982381062,0.12916624448766675,0.06298645782216562,0.05816202799560007,0.07808357885939486,0.03815769693574204,0.017668605047737682,0.936945864853714,0.063054135146286,0.05454182516244457,0.051180066750119865,0.08442267116144836,0.08592259000912264,0.1180514487089318,0.17525357769822156,0.13007318633879886,0.159965225762039,0.07609849467099727,0.06449091373787612,0.1901445630740128,0.20397403871805445,0.6994453658290876,0.2360637204330363,0.3941186017920672,0.3053267640370204,0.06937311550883662,0.5480201294947163,0.615775388851693,0.3283983091648273,0.055826301983479716,0.8660901191571254,0.13390988084287458,0.4848290390278824,0.323099052133643,0.17440330379073696,Sacramento
34,"San Benito County, California",1417.0,15.0,0.01058574453069866,23943,59416,35248,20780,434,193,1705,79,84,893,59416,29626,29790,3902,4187,4678,4469,4104,7890,7645,8149,3850,3348,4278,2031,885,35.5,1388.652,0.091,59259,54893,38962,21434,4366,17740,295,594,938,1125,1939,3198,2420,3849,1766,1616,81977,101057,31475,54753,42542,1.058574453069866,2.38487949373906,40.29722633634039,42.78681771963026,2,1827,3064,10509,5615,4891,5618,1249,38636,36875,19625,2916,52222,7194,29230,19644,9657,0.5932408778780126,0.3497374444594049,0.007304429783223374,0.003248283290696109,0.028695974148377545,0.001329608186347112,0.001413760603204524,0.015029621650733809,0.4986199003635384,0.5013800996364616,0.06567254611552444,0.07046923387639692,0.0787330012117948,0.07521543018715497,0.06907230375656387,0.13279251380099635,0.12866904537498314,0.1371516089942103,0.06479736098020736,0.05634845832772317,0.07200080786320183,0.034182711727480816,0.01489497778376195,0.926323427664996,0.07367657233500396,0.016629086809470124,0.0334836527621195,0.05287485907553551,0.06341600901916572,0.10930101465614432,0.18027057497181512,0.13641488162344986,0.21696730552423896,0.09954904171364147,0.0910935738444194,0.10298759864712513,0.17271702367531006,0.5923900789177001,0.3165163472378805,0.2757046223224352,0.3166854565952649,0.02102127373098156,0.6502625555405951,0.6206240743234146,0.33029823616534265,0.04907768951124277,0.8789215026255554,0.1210784973744446,0.4919550289484314,0.33061801534940083,0.16253197791840582,San Benito
35,"San Bernardino County, California",61351.0,1072.0,0.01747322782024743,714835,2135413,1127813,623262,168864,7409,145652,6037,4085,52291,2135413,1062472,1072941,154616,159351,160376,159896,169422,319211,273918,268397,128278,108605,141854,66406,25083,33.1,20059.898,0.10300000000000001,2084508,1889161,1167704,871208,195347,630633,34198,31835,59404,58750,79401,117004,83245,95961,40547,30288,60164,77575,23956,46547,39737,1.7473227820247432,2.87302737222261,33.4752574794665,106.45183739219412,2,125437,138151,463837,136508,263588,200249,69822,1512151,1396790,647134,91489,1902070,233343,1122872,670593,316865,0.5281474824776284,0.2918695353076899,0.07907791139231615,0.003469586445338677,0.06820788297158442,0.002827087781145849,0.0019129788944808328,0.02448753472981573,0.4975487177421885,0.5024512822578114,0.07240566578924076,0.07462303545028526,0.0751030362744818,0.07487825540071172,0.07933921915807388,0.1494844322854642,0.12827401537782152,0.12568856703597853,0.06007175192808136,0.05085901415791698,0.06642930430787862,0.03109749729911732,0.01174620553494804,0.9062862795441421,0.09371372045585816,0.054228053400313656,0.05048102462129321,0.09419741751541703,0.0931603642689171,0.12590682695006447,0.18553421720715527,0.1320022897628256,0.15216615686143922,0.06429571557466862,0.048027933837905726,0.19890649553702391,0.21906719121898155,0.7355101937259865,0.21646187243610784,0.4179736867560055,0.317536506969981,0.03269718785078109,0.7081304646923101,0.6541076597360792,0.3030486374298555,0.04284370283406536,0.890726992858056,0.10927300714194398,0.5258336443582576,0.3140343343418814,0.14838581576491292,San Bernardino
36,"San Diego County, California",54330.0,868.0,0.01597644027240935,994760,3302833,1106925,1515380,155536,12282,382336,12811,6366,111197,3302833,1661931,1640902,211969,198148,197726,209496,262118,541385,436855,420221,201666,183654,251516,127904,60175,35.6,4208.764,0.073,3204470,2924868,2185866,1056014,279602,1118980,51029,39441,78317,84271,122572,184805,144979,197632,98349,117585,74855,101302,36156,54315,47567,1.597644027240935,1.6449514704497623,30.118386245989427,784.751295154587,1,168787,206843,705414,295981,375630,329784,142656,1787453,2057697,1057057,188079,2863238,439595,1620842,1058742,563074,0.3351441020481508,0.4588121773035452,0.04709169370658462,0.003718625797913489,0.11576001571983807,0.0038787913285352298,0.0019274362342873528,0.03366715786114526,0.5031834791525942,0.4968165208474058,0.06417793451863901,0.05999334510706415,0.05986557600702185,0.0634291833707608,0.07936156626750429,0.16391534176871794,0.13226675402601346,0.12723047153761635,0.06105849130125561,0.055604991230255967,0.07615159470672601,0.03872554258722738,0.01821920757119721,0.9127462575714548,0.08725374242854513,0.04560313857262865,0.03524727877173855,0.06998963341614685,0.07531055068008365,0.10953904448694346,0.165154873188082,0.12956353107294144,0.17661799138501136,0.08789165132531412,0.10508230710110994,0.15084005076051404,0.18484959516702712,0.6304080501885646,0.26450964271032545,0.33568964592754114,0.2947184042610234,0.043192011221881335,0.5411878226964548,0.6230097010657215,0.32004554877585395,0.0569447501584246,0.8669036551348493,0.13309634486515062,0.4907429470397081,0.3205557168648854,0.17048212852420938,San Diego
37,"San Francisco County, California",12073.0,140.0,0.011596123581545598,588157,870044,132651,353670,43619,1363,294846,2694,4163,37038,870044,443970,426074,39519,31072,29588,30492,49822,202928,137296,115998,51067,50824,71250,38978,21210,38.2,46.863,0.06,865827,828067,650986,252110,37760,359673,18633,18570,22449,18507,23903,37920,33637,58516,40785,86753,104552,149265,64157,86240,73885,1.15961235815456,1.3876309703877046,67.60083398081018,18565.691483686493,1,59652,42410,173619,99301,102062,71557,45258,516374,520717,289139,60188,738606,131438,383421,304361,161052,0.15246470293456424,0.4064966829263808,0.05013424608410609,0.0015665874369572114,0.3388863091981555,0.003096395124844261,0.0047848154805963826,0.042570260814395584,0.5102845373337439,0.489715462666256,0.04542184073449159,0.03571313634712727,0.03400747548399851,0.035046503395230584,0.0572637705679253,0.2332387787284321,0.15780351338552992,0.13332429164502024,0.05869473268018629,0.05841543646068475,0.08189241003903251,0.04480003310177416,0.02437807743056673,0.956388516412632,0.04361148358736792,0.051805389895822035,0.05163023079297028,0.06241502698284275,0.051455071690118516,0.0664575878645325,0.1054290980974385,0.0935210594067389,0.1626922232138637,0.11339466682236365,0.24119964523330914,0.16585064767163507,0.11791265955465105,0.4827134647304635,0.2760868900362273,0.2837633072262861,0.1989501575041774,0.05201805885679345,0.5935033170736193,0.5984950186427354,0.3323268708249238,0.0691781105323409,0.8489294794286266,0.1510705205713734,0.4406915052572054,0.3498225377107365,0.18510787960149144,San Francisco
38,"San Joaquin County, California",21458.0,489.0,0.02278870351384099,239765,732212,301256,237887,49926,1536,110164,3959,1069,26415,732212,364612,367600,52723,57384,56988,55240,51640,101222,94351,92011,42250,38942,52720,25773,10968,34.1,1392.386,0.098,723069,669097,426019,311190,53972,226727,11947,11352,21842,20742,28173,40017,28778,35403,15258,13215,61145,81297,26145,50117,41465,2.278870351384099,2.930572020125319,32.7452978099239,525.8685450729898,2,45141,48915,162851,50661,94056,68795,32979,494325,469548,225923,36741,642751,89461,375197,228612,117435,0.4114327544481653,0.32488814714864,0.06818517041512567,0.002097753109755098,0.15045369373897174,0.0054069040114065325,0.001459959683807422,0.036075617444128204,0.4979596073268398,0.5020403926731603,0.07200510234740758,0.07837074508475687,0.07782991811114814,0.07544263136905703,0.07052602251806854,0.13824138364298866,0.12885748936100475,0.1256616936078622,0.0577018677650735,0.05318405052088738,0.07200100517336509,0.03519882219903525,0.014979268299344999,0.9253570544443199,0.07464294555568002,0.05269332721731421,0.050069025744617975,0.0963361222968592,0.091484472515404,0.12425957208448928,0.17649860845863086,0.12692797946428966,0.1561481429207814,0.06729679305949446,0.058285956238118976,0.1990984752587914,0.21574404459989327,0.7182691077816052,0.22344493598027584,0.4148425198586847,0.3034265879229205,0.045040234249097255,0.67511185285136,0.6412732924344315,0.30854861706718817,0.05017809049838025,0.8778209043282547,0.12217909567174536,0.5124158030734268,0.3122210507339405,0.16038387789328773,San Joaquin
39,"San Luis Obispo County, California",4119.0,32.0,0.00776887594076232,114421,281455,63002,194574,4912,1363,9924,258,244,7178,281455,142769,138686,13457,14079,14326,22464,29568,32771,30037,32501,19546,19948,31047,15299,6412,39.1,3300.638,0.077,274891,254176,199736,95173,20715,105317,5649,4287,7915,7435,11870,18392,13799,18862,8158,8950,70699,93008,35832,60306,45221,0.776887594076232,1.4634666287683644,40.65339041765114,85.27290784387745,1,17851,19305,69347,27020,37156,32191,9043,86881,156702,103042,21711,228697,52758,126665,82084,66294,0.2238439537403848,0.6913147750084383,0.017452168197402782,0.004842692437512213,0.03525963297862891,0.000916665186264234,0.0008669236645289655,0.025503188786839808,0.5072533797587536,0.4927466202412464,0.04781226128510775,0.050022206036488964,0.050899788598532635,0.07981382459007656,0.10505409390488712,0.1164342434847489,0.1067204348830186,0.11547494270842586,0.06944627027411131,0.07087456254108118,0.1103089303796344,0.05435682435913379,0.022781616954752986,0.9246428584420734,0.0753571415579266,0.0536380641301974,0.0407056790451684,0.07515405869897547,0.07059638994654234,0.11270735019037766,0.17463467436406274,0.13102348148921827,0.17909739168415356,0.07746137850489475,0.08498153194640941,0.16949780187434127,0.18330374013692002,0.6584596978645423,0.2565587701890483,0.35280154201126124,0.30565815585328104,0.03212947007514523,0.3086852249915617,0.5567568527828605,0.3661047059032527,0.07713844131388678,0.8125526283064788,0.1874473716935212,0.4500364178998419,0.2916416478655558,0.2355403172798493,San Luis Obispo
40,"San Mateo County, California",10942.0,159.0,0.014531164320965087,285657,765935,189002,303047,16838,1151,212474,10272,2476,30675,765935,377851,388084,44775,46334,43978,40654,42295,111996,110088,108983,51530,47435,66210,33971,17686,39.6,448.63599999999997,0.071,762101,725672,597415,211256,36429,261969,7627,6048,11667,12425,18246,30288,28976,47304,32301,67087,113776,162639,57375,79347,65524,1.4531164320965086,1.4285807542415483,37.29520128992669,1707.2526502554404,1,25342,30671,115277,79605,56013,59264,44574,462888,440120,274158,51657,648068,117867,330032,270601,147616,0.2467598425453857,0.3956562893718135,0.021983588685723983,0.0015027384830305446,0.27740474061114845,0.01341105968522133,0.0032326502901682264,0.04004909032750821,0.4933199292368151,0.5066800707631849,0.05845796314308655,0.060493383903333836,0.05741740487117052,0.05307761102443419,0.0552200904776515,0.14622128509599375,0.14373021209371553,0.14228753092625354,0.06727724937494696,0.061930842695529,0.08644336660421577,0.04435232754737674,0.0230907322422921,0.9521992491808828,0.04780075081911715,0.02911413182475789,0.023086701098221547,0.04453580385465456,0.04742927598303616,0.069649462340964,0.11561673327760155,0.11060850711343707,0.18057098358966134,0.1233008485736862,0.2560875523439796,0.096736636777634,0.11707873832400015,0.4400406154926728,0.3038718321633476,0.21381537510163412,0.22622524039103864,0.05819553878592833,0.6043437106281865,0.5746179506093859,0.3579389896009452,0.06744305978966883,0.8461135736061154,0.1538864263938846,0.4308877385156704,0.353294992394916,0.1927265368471215,San Mateo
41,"Santa Barbara County, California",9781.0,120.0,0.012268684183621306,158693,443738,200060,199356,7881,1407,22996,482,604,10952,443738,222208,221530,28356,27457,27240,37445,49425,58974,50124,49960,25886,24096,35041,19841,9893,33.7,2735.139,0.075,436711,390233,278874,161408,46478,144962,6864,5491,10816,11530,16958,23777,18558,23900,11941,15127,71657,101100,34229,48314,41964,1.2268684183621306,2.204228621393705,35.76276992279227,162.23599604992648,2,23171,28488,93994,35841,51659,42335,13445,244382,279021,134983,29734,378963,64775,228897,125970,78978,0.450851628663761,0.4492651068873975,0.01776048028341048,0.003170789970658361,0.05182337325178371,0.0010862265571125304,0.0013611635694937105,0.02468123081638264,0.5007639643212887,0.4992360356787113,0.06390257314000604,0.06187660286024636,0.06138757555133885,0.08438538056240394,0.11138329374540833,0.1329027489194074,0.11295854761142834,0.11258896015216184,0.0583362254303215,0.054302313527351716,0.07896776926925347,0.0447133218250409,0.02229468740563125,0.8935726372818638,0.10642736271813626,0.04735034008912682,0.037878892399387416,0.0746126571101392,0.07953808584318649,0.116982381589658,0.16402229549813055,0.12801975690180875,0.16487079372525212,0.08237331162649522,0.10435148521681543,0.15984188959865345,0.1965204674328445,0.6484044094314372,0.2472441053517473,0.35636235703149793,0.2920420523999393,0.030299410913647244,0.5507348931126025,0.6287967223902393,0.30419526837908856,0.06700800923067217,0.8540242215000744,0.14597577849992566,0.5158381747788109,0.2838837331939117,0.1779834046216461,Santa Barbara
42,"Santa Clara County, California",23978.0,388.0,0.016181499708065726,839764,1922200,495455,615912,45379,3003,685265,6231,4743,66212,1922200,970469,951731,118688,119462,124678,113909,121662,304906,280977,269412,120020,101578,138006,75122,33780,37.0,1291.086,0.081,1912773,1821047,1466921,513162,91726,635525,20454,17520,29090,29276,44235,71227,65389,114669,83325,160340,116178,154183,52451,90862,64739,1.6181499708065723,1.2474248257205285,43.687649568203106,1488.824137199226,1,67064,73511,277191,197994,140575,136616,80189,1306288,1184282,629016,108902,1675292,246908,903305,670409,314706,0.257754135885964,0.32042035168036626,0.02360784517740089,0.0015622723962126727,0.3565003641660597,0.003241598168764957,0.0024674851732389967,0.03444594735199251,0.5048741025907814,0.4951258974092186,0.06174591613775881,0.062148579752367074,0.06486213713453334,0.05925970242430549,0.06329310165435438,0.15862345229424618,0.14617469566122152,0.14015815211736551,0.06243887212568931,0.05284465716366663,0.07179585891166372,0.039081261055041096,0.01757361356778691,0.9520455380748264,0.04795446192517356,0.03218441446048542,0.0275677589394595,0.04577317965461626,0.04606585106801464,0.06960387081546753,0.11207584280712796,0.10288973683175327,0.180431926360096,0.1311120726958027,0.2522953463671768,0.1055253530545612,0.11566972188348215,0.4361606545769246,0.3115439990558987,0.22119507493804336,0.21496557963888124,0.041717303090209136,0.6795796483196338,0.6161075850587868,0.3272375403183852,0.05665487462282801,0.8715492664655082,0.12845073353449174,0.4699328893975653,0.3487717199042764,0.16372177713037145,Santa Clara
43,"Santa Cruz County, California",2775.0,25.0,0.009009009009009007,82057,273765,91676,157540,2359,360,12116,168,554,8992,273765,135727,138038,14535,14511,15516,22731,27607,33557,31870,34702,19532,18203,25867,10581,4553,37.4,445.124,0.055,272297,255293,191239,95639,17004,95756,4893,4046,7091,6734,9176,14353,11540,15655,8902,13366,78041,109141,39001,60827,50855,0.9009009009009008,1.0136430880499698,29.97351743283473,615.030867803129,1,16030,15910,57833,24557,31940,25893,10074,116225,160327,98304,15134,232764,41001,128457,86104,54651,0.3348711486128614,0.5754570525815937,0.00861687944039596,0.0013149964385513126,0.04425693569302139,0.000613665004657279,0.002023633408215075,0.032845688820703885,0.4957792267090388,0.5042207732909613,0.05309298120650923,0.05300531477727248,0.056676346501561566,0.08303106679086078,0.10084196299746133,0.12257593191240662,0.11641371249063978,0.12675835114057676,0.07134586232717842,0.06649133380819316,0.09448614687779663,0.03864993698975398,0.016631052179789236,0.9375534802072736,0.06244651979272633,0.051098625673587035,0.04225322695183592,0.07405280086887506,0.07032457496136013,0.09582689335394126,0.14989139061782028,0.1205146413801746,0.16348844980993354,0.092965453861899,0.13958394252057313,0.167404653494298,0.1661514683153014,0.6039621538075943,0.2564539036718326,0.33355612180959937,0.2704060319979949,0.03679798367212755,0.4245429474184063,0.5856373166767118,0.359081694153745,0.055280989169543215,0.8502328639526602,0.14976713604733988,0.4692236041860721,0.3145179259583949,0.1996274176757438,Santa Cruz
44,"Shasta County, California",1878.0,30.0,0.01597444089456869,47358,179085,17605,143575,2140,4014,5326,182,151,6092,179085,87859,91226,10520,10893,10500,10808,10213,22779,19093,22249,12939,13470,20852,10598,4171,41.8,3775.3959999999997,0.105,177648,164382,107603,85500,13266,70473,4231,4935,7857,7541,10154,13004,8110,8201,3722,2718,50905,69130,27983,51045,38344,1.5974440894568689,1.048664042214591,26.44442583130916,47.434759161687936,1,17023,17695,55832,11923,34718,21114,10439,35510,94806,69510,14769,143464,35621,75713,54281,44920,0.0983052740318843,0.8017142697601698,0.011949632855906412,0.02241393751570483,0.0297400675656811,0.0010162771868107324,0.0008431750286176955,0.03401736605522517,0.4905994360220007,0.5094005639779993,0.05874305497389507,0.060825864812798384,0.05863137616215764,0.06035122986291426,0.05702878521372533,0.12719658262836084,0.10661417762515008,0.1242370941173186,0.07225060725353882,0.07521567970516793,0.1164363291174582,0.05917860233967113,0.023290616187843758,0.9253242366927856,0.07467576330721426,0.06003717735870475,0.07002681878166106,0.11148950661955642,0.10700551984447944,0.14408354972826473,0.18452456969335773,0.11507953400593135,0.11637080867850096,0.05281455309125481,0.03856796219828871,0.24155350275992224,0.2510890695727442,0.7922466760319555,0.1691853617697558,0.4926425723326664,0.2996041036992891,0.058290755786358436,0.19828573023983026,0.5293910712790016,0.3881397101934835,0.08246921852751486,0.8010944523550271,0.19890554764497306,0.4227768936538515,0.3031018789960075,0.2508306111622972,Shasta
45,"Sierra County, California",6.0,0.0,0.0,641,2930,324,2567,6,25,0,0,0,8,2930,1542,1388,112,111,153,141,83,187,380,254,482,174,516,281,56,55.5,953.168,0.042,2903,2607,1789,1403,296,1241,45,127,145,118,196,139,135,263,48,25,48125,67464,31972,76042,32394,0.0,0.20477815699658705,21.87713310580205,3.0739596797206787,1,317,314,905,311,631,274,33,363,1167,1426,337,2077,853,787,1116,971,0.110580204778157,0.8761092150170648,0.0020477815699658703,0.008532423208191127,0.0,0.0,0.0,0.0027303754266211604,0.5262798634812287,0.4737201365187713,0.038225255972696236,0.0378839590443686,0.052218430034129695,0.04812286689419795,0.028327645051194537,0.06382252559726963,0.1296928327645051,0.08668941979522184,0.1645051194539249,0.059385665529010236,0.17610921501706486,0.09590443686006826,0.019112627986348118,0.8980365139510851,0.10196348604891492,0.0362610797743755,0.10233682514101533,0.1168412570507655,0.0950846091861402,0.1579371474617244,0.11200644641418213,0.10878323932312653,0.2119258662369057,0.038678485092667206,0.020145044319097503,0.25543916196615635,0.25302175664786464,0.7292506043513296,0.2506043513295729,0.508460918614021,0.22078968573730864,0.011262798634812287,0.12389078498293515,0.39829351535836177,0.4866894197952218,0.11501706484641636,0.7088737201365187,0.2911262798634812,0.2686006825938567,0.3808873720136519,0.33139931740614337,Sierra
46,"Siskiyou County, California",174.0,0.0,0.0,10549,43540,5336,33390,619,1283,671,120,33,2088,43540,21706,21834,2257,2695,2309,2459,2028,4439,4286,5085,3768,3751,6451,2829,1183,48.0,6278.768,0.07400000000000001,43429,40379,23600,23976,3050,19257,1554,1307,2680,2194,2869,3504,2157,1939,619,434,44200,63208,28130,47402,37909,0.0,0.3996325218190169,24.228295819935695,6.934481414188262,1,5541,5063,16265,2558,10604,5661,3524,10150,20473,19055,4012,33077,10463,16187,13139,13031,0.12255397335783187,0.7668810289389068,0.014216812126779972,0.029467156637574644,0.015411116214974737,0.002756086357372531,0.0007579237482774461,0.04795590261828204,0.49853008727606796,0.501469912723932,0.05183739090491502,0.061897106109324765,0.05303169499310978,0.05647680293982545,0.046577859439595776,0.1019522278364722,0.09843821773082223,0.116789159393661,0.08654111162149747,0.08615066605420303,0.14816260909508494,0.06497473587505742,0.027170418006430868,0.9297704298970734,0.07022957010292663,0.0806979280261723,0.06787142337851171,0.13917017188554812,0.11393259593913901,0.14898478475359608,0.18195980682349275,0.11201121670042062,0.10069065794256632,0.032144155372072485,0.02253725917848056,0.2877395232902321,0.2629173806927351,0.8446279275068806,0.13283481331463884,0.5506569039829672,0.29397102352391336,0.08093706936150666,0.23311897106109325,0.4702112999540653,0.4376435461644465,0.09214515388148828,0.7596922370234267,0.2403077629765733,0.37177308222324296,0.3017684887459807,0.29928801102434544,Siskiyou
