,county_state,total_cases,total_fatalities,death_rate,total_tests,race_pop,race_pop_hispanic_or_latino_of_any_race,race_pop_white_alone,race_pop_black_or_african_american_alone,race_pop_american_indian_and_alaska_native_alone,race_pop_asian_alone,race_pop_native_hawaiian_and_other_pacific_islander_alone,race_pop_some_other_race_alone,race_pop_two_or_more_races,sex_age_pop,sex_age_pop_male,sex_age_pop_female,sex_age_pop_under_5,sex_age_pop_5_to_9,sex_age_pop_10_to_14,sex_age_pop_15_to_19,sex_age_pop_20_to_24,sex_age_pop_25_to_34,sex_age_pop_35_to_44,sex_age_pop_45_to_54,sex_age_pop_55_to_59,sex_age_pop_60_to_64,sex_age_pop_65_to_74,sex_age_pop_75_to_84,sex_age_pop_85_and_over,sex_age_median_age_in_years,sq_mi,obes_percent,health_ins_noninst_pop,health_ins_noninst_pop_cov_yes,health_ins_noninst_pop_private,health_ins_noninst_pop_public,health_ins_noninst_pop_cov_no,inc_hhlds,inc_hhlds_less_than_10_000,inc_hhlds_10_000_to_14_999,inc_hhlds_15_000_to_24_999,inc_hhlds_25_000_to_34_999,inc_hhlds_35_000_to_49_999,inc_hhlds_50_000_to_74_999,inc_hhlds_75_000_to_99_999,inc_hhlds_100_000_to_149_999,inc_hhlds_150_000_to_199_999,inc_hhlds_200_000_or_more,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,deaths_per_100_cases,cases_per_100_people,tests_per_100_people,pop_density,covid_severity,inc_hhlds_less_than_25_000,inc_hhlds_25_000_to_49_999,inc_hhlds_less_than_99_999,inc_hhlds_100_000_or_more,inc_hhlds_less_than_49_999,inc_hhlds_50_000_to_99_999,race_pop_other,race_pop_minority,sex_age_pop_0_to_44,sex_age_pop_45_to_74,sex_age_pop_75_and_over,sex_age_pop_0_to_64,sex_age_pop_65_and_over,sex_age_pop_0_to_35,sex_age_pop_35_to_59,sex_age_pop_60_to_84,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more,percent_inc_hhlds_less_than_25_000,percent_inc_hhlds_25_000_to_49_999,percent_inc_hhlds_less_than_99_999,percent_inc_hhlds_100_000_or_more,percent_inc_hhlds_less_than_49_999,percent_inc_hhlds_50_000_to_99_999,percent_race_pop_other,percent_race_pop_minority,percent_sex_age_pop_0_to_44,percent_sex_age_pop_45_to_74,percent_sex_age_pop_75_and_over,percent_sex_age_pop_0_to_64,percent_sex_age_pop_65_and_over,percent_sex_age_pop_0_to_35,percent_sex_age_pop_35_to_59,percent_sex_age_pop_60_to_84,county
15,"Kings County, California",8228.0,83.0,0.010087506076810887,74406,150075,81154,49058,8784,1227,5737,285,204,3626,150075,82674,67401,11639,11665,11255,10441,12754,25059,20610,18001,7714,6370,8414,4632,1521,31.7,1390.309,0.135,133153,122207,74400,59881,10946,42735,2329,2404,4089,4685,6570,7666,5962,5610,1943,1477,53865,69985,21186,41785,35959,1.0087506076810886,5.482592037314675,49.5792103948026,107.94362979740477,3,8822,11255,33705,7553,20077,13628,5342,101017,103423,40499,6153,135508,14567,82813,46325,19416,0.5407562885224054,0.32688988838913874,0.05853073463268365,0.008175912043978011,0.03822755289022155,0.0018990504747626188,0.0013593203398300847,0.024161252706979844,0.5508845577211394,0.4491154422788606,0.07755455605530569,0.07772780276528403,0.07499583541562553,0.06957188072630352,0.08498417457937697,0.16697651174412795,0.1373313343328336,0.11994669332000668,0.051400966183574884,0.04244544394469432,0.056065300682991835,0.030864567716141933,0.010134932533733132,0.9177938161363244,0.08220618386367562,0.0544986544986545,0.056253656253656255,0.09568269568269568,0.10962910962910964,0.15373815373815375,0.17938457938457938,0.1395109395109395,0.13127413127413126,0.04546624546624547,0.034561834561834565,0.2064350064350064,0.2633672633672633,0.7886977886977887,0.17674037674037674,0.4698022698022698,0.3188955188955189,0.035595535565550555,0.6731101116108612,0.6891420956188572,0.2698584041312677,0.04099950024987506,0.9029351990671332,0.0970648009328669,0.5518107612860237,0.3086789938364151,0.1293753123438281,Kings
16,"Lake County, California",696.0,15.0,0.02155172413793104,21300,64148,12830,45623,1426,2090,642,30,142,1365,64148,31879,32269,3683,3828,3496,3516,3231,6973,6706,8097,5137,5540,8591,3975,1375,45.6,1256.517,0.079,63451,57446,30642,37606,6005,25966,2374,2051,3203,3247,3607,4030,3178,2609,959,708,42475,60847,25404,43516,36940,2.155172413793104,1.08499095840868,33.204464675438054,51.052234072439916,1,7628,6854,21690,3568,14482,7208,3627,18525,31433,27365,5350,50207,13941,24727,19940,18106,0.20000623558022074,0.7112146910270001,0.02222984348693646,0.0325809066533641,0.010008106254286962,0.0004676685165554655,0.0022136309783625367,0.02127891750327368,0.4969601546423895,0.5030398453576105,0.057414104882459314,0.05967450271247739,0.05449897112926358,0.05481075014030056,0.050367899233023636,0.10870175219804204,0.10453950240069836,0.12622373261832012,0.08008043898484754,0.08636278605724262,0.13392467419093346,0.06196607844359917,0.02143480700879217,0.9053600416069092,0.09463995839309074,0.09142725102056536,0.07898790726334437,0.12335361626742665,0.12504813987522145,0.13891242393899714,0.1552029577139336,0.12239081876299775,0.10047754756219672,0.0369329122698914,0.027266425325425555,0.2937687745513364,0.2639605638142186,0.8353231148424863,0.1374104598320881,0.5577293383655549,0.2775937764769314,0.05654112365155577,0.2887853089729999,0.4900074826962649,0.4265916318513437,0.08340088545239134,0.7826744403566752,0.2173255596433248,0.3854679802955665,0.31084367400386603,0.2822535386917753,Lake
17,"Lassen County, California",764.0,1.0,0.0013089005235602095,21067,31185,5834,20528,2695,847,436,205,22,618,31185,20671,10514,1384,1272,1477,1444,3218,6287,4353,3899,1803,1891,2504,1250,403,36.0,4541.185,0.145,21376,20160,15112,8672,1216,9493,497,609,941,909,1150,1979,1171,1388,599,250,56362,71097,21897,58358,45974,0.13089005235602094,2.4498957832291164,67.55491422158089,6.867150314290212,2,2047,2059,7256,1987,4106,3150,1692,10657,19435,10097,1653,27028,4157,15082,10055,5645,0.1870771204104537,0.6582651915985249,0.08641975308641975,0.02716049382716049,0.013981080647747314,0.006573673240339907,0.0007054673721340387,0.019817219817219817,0.6628507295173962,0.3371492704826038,0.04438031104697771,0.040788840788840784,0.04736251402918069,0.04630431297097964,0.10319063652396986,0.20160333493666827,0.1395863395863396,0.1250280583613917,0.057816257816257814,0.060638127304793975,0.08029501362834696,0.04008337341670675,0.012922879589546256,0.94311377245509,0.05688622754491018,0.05235436637522385,0.06415253344569682,0.09912567154745602,0.09575476667017804,0.12114189402717793,0.20846939850416096,0.1233540503528916,0.146212999051933,0.06309912567154746,0.026335194353734333,0.21563257136837669,0.21689666069735594,0.7643526809227852,0.20931212472348049,0.4325292320657326,0.33182344885705256,0.05425685425685426,0.3417348084014751,0.6232162898829565,0.3237774571107904,0.05300625300625302,0.8666987333653999,0.13330126663459996,0.483629950296617,0.3224306557639891,0.1810165143498477,Lassen
18,"Los Angeles County, California",296323.0,6989.0,0.023585749334341242,6519149,10098052,4893603,2659052,795505,20307,1451560,24821,29924,223280,10098052,4976788,5121264,624745,607905,626594,654903,738416,1609935,1387454,1369838,631221,547764,734393,384700,180184,36.2,4058.1929999999998,0.084,10030450,8943793,5804610,3809323,1086657,3306109,192319,168753,296864,282438,386040,534611,396793,500603,239855,307833,64251,94484,32469,46707,42455,2.358574933434124,2.934457061619409,64.55848118033062,2488.3124089958264,2,657936,668478,2257818,740458,1326414,931404,298332,7439000,6249952,3283216,564884,8798775,1299277,4862498,3388513,1666857,0.4846086156022963,0.26332326274414114,0.07877806531398332,0.0020109819200772585,0.1437465364606956,0.002457998829873326,0.002963343821164716,0.02211119530776827,0.4928463430372512,0.5071536569627488,0.06186787313038197,0.06020022475622031,0.0620509777529369,0.06485438973774348,0.07312459868497409,0.15943025446888173,0.13739818333278536,0.13565368845397113,0.06250918493982799,0.05424452161664448,0.07272620501459093,0.038096456623515115,0.01784344148752651,0.8916641825640923,0.10833581743590766,0.058170798361457526,0.05104278171106881,0.08979256279814125,0.08542912529502203,0.11676566017635835,0.16170398495633387,0.12001812402434404,0.15141757274185455,0.07254902969018867,0.09311036024523088,0.1990061428706676,0.2021947854713804,0.6829230373227259,0.2239666024320432,0.401200928342048,0.2817221089806779,0.029543519878883567,0.7366767372558588,0.6189265018639238,0.3251336000250345,0.05593989811104162,0.8713338968743675,0.12866610312563256,0.4815283185311385,0.3355610567265845,0.16506718325475053,Los Angeles
19,"Madera County, California",4898.0,74.0,0.015108207431604738,59390,155013,88806,53531,4835,1504,3047,136,443,2711,155013,74683,80330,11807,11847,12193,11303,10848,21466,19585,18065,8898,8204,12760,5764,2273,33.9,2136.928,0.115,147037,133253,74326,77490,13784,44759,2850,2516,4282,4498,7099,8371,5195,6527,1832,1589,52884,69614,21394,42195,35456,1.510820743160474,3.159734989968583,38.31291569094205,72.54011365848545,3,9648,11597,34811,8359,21245,13566,4794,101482,99049,47927,8037,134216,20797,79464,46548,26728,0.5728938863192119,0.3453323269661254,0.031190932373413843,0.009702412055763065,0.019656415913504036,0.0008773457709998517,0.002857824827595105,0.017488855773386748,0.4817853986439847,0.5182146013560153,0.0761678052808474,0.07642584815467089,0.07865791901324405,0.0729164650706715,0.06998122738092934,0.13847870823737365,0.12634424209582426,0.11653861289053175,0.057401637282034415,0.05292459342119693,0.08231567674969198,0.0371839781179643,0.014663286305019578,0.9062548882254128,0.09374511177458733,0.06367434482450457,0.05621215844858017,0.09566791036439598,0.10049375544583213,0.15860497330145892,0.18702383878102727,0.11606604258361447,0.14582542058580394,0.04093031569069908,0.03550123997408342,0.2155544136374808,0.25909872874729106,0.7777430237494135,0.18675573627650305,0.4746531423847718,0.30308988136464177,0.030926438427744767,0.6546676730338746,0.6389722152335611,0.30918052034345506,0.05184726442298388,0.8658370588273242,0.13416294117267585,0.5126279731377368,0.3002844922683904,0.1724242482888532,Madera
20,"Marin County, California",7042.0,128.0,0.018176654359556944,136692,260295,41335,185809,5597,435,14815,292,2453,9559,260295,127113,133182,12292,15188,16044,14371,11859,22746,31827,41362,20429,19552,32032,15888,6705,46.5,520.457,0.063,255552,245300,202769,82068,10252,105258,3448,2877,5474,5554,7858,12246,10687,17758,11730,27626,110217,168429,69275,99141,75500,1.8176654359556943,2.7053919591233013,52.5142626635164,500.1277723231698,2,11799,13412,48144,29488,25211,22933,12739,74486,124327,113375,22593,205670,54625,92500,93618,67472,0.15880059163641252,0.7138400660788721,0.02150252598013792,0.0016711807756583875,0.05691619124454945,0.0011218041068787338,0.009423922856758677,0.03672371732073225,0.4883420734167003,0.5116579265832997,0.047223342745730805,0.058349180737240436,0.061637757160145225,0.055210434314911926,0.04555984555984556,0.08738546648994411,0.1222728058548954,0.15890432009834995,0.07848402773775909,0.07511477362223631,0.12306037380664245,0.06103843715784015,0.025759234714458595,0.9598829201101928,0.040117079889807165,0.03275760512265101,0.027332839309126142,0.05200554827186532,0.05276558551369017,0.07465465807824584,0.11634270079233885,0.10153147504227708,0.16870926675407094,0.11144046058256854,0.2624598605331661,0.11209599270364247,0.12742024359193602,0.4573904121301944,0.2801497273366395,0.2395162362955785,0.2178741758346159,0.04894062506002805,0.28615993392112793,0.4776388328627135,0.4355634952649878,0.08679767187229874,0.7901419543210588,0.2098580456789412,0.35536602700781805,0.35966115369100443,0.2592135845867189,Marin
21,"Mariposa County, California",77.0,2.0,0.025974025974025976,5100,17540,1909,14125,166,390,243,54,20,633,17540,8920,8620,762,761,751,804,803,1885,1614,2284,1503,1683,2778,1556,356,51.4,1448.838,0.053,17370,16526,11650,8584,844,7700,494,484,934,711,1133,1465,1060,873,384,162,51199,64590,29776,44969,41533,2.5974025974025974,0.4389965792474344,29.076396807297613,12.106253425158643,1,1912,1844,6281,1257,3756,2525,1097,3415,7380,8248,1912,12850,4690,5766,5401,6017,0.1088369441277081,0.8053021664766249,0.009464082098061571,0.02223489167616876,0.013854047890535915,0.0030786773090079817,0.0011402508551881414,0.03608893956670469,0.5085518814139109,0.491448118586089,0.04344355758266818,0.04338654503990878,0.04281641961231472,0.045838084378563286,0.04578107183580389,0.10746864310148233,0.09201824401368301,0.13021664766248575,0.08568985176738883,0.0959521094640821,0.15838084378563286,0.0887115165336374,0.02029646522234892,0.9514104778353484,0.0485895221646517,0.06415584415584416,0.06285714285714286,0.1212987012987013,0.09233766233766234,0.14714285714285713,0.19025974025974027,0.13766233766233765,0.11337662337662338,0.04987012987012987,0.02103896103896104,0.2483116883116883,0.2394805194805195,0.8157142857142857,0.16324675324675325,0.4877922077922078,0.32792207792207795,0.06254275940706956,0.1946978335233752,0.4207525655644242,0.4702394526795895,0.10900798175598632,0.7326111744583809,0.26738882554161914,0.3287343215507412,0.3079247434435576,0.34304446978335235,Mariposa
22,"Mendocino County, California",1022.0,21.0,0.02054794520547945,35337,87422,21679,57314,511,2839,1667,170,180,3062,87422,43439,43983,5143,5838,4704,5160,4778,9969,10119,10569,6405,6892,11538,4309,1998,42.8,3506.3590000000013,0.084,86575,78510,43387,47743,8065,34090,2289,2555,3968,3889,4577,6425,3957,3994,1280,1156,49233,67340,27395,41021,36437,2.054794520547945,1.1690421175447827,40.421175447827785,24.932415648255066,1,8812,8466,27660,5274,17278,10382,6251,30108,45711,35404,6307,69577,17845,35592,27093,22739,0.2479810573997392,0.6556015648234998,0.005845210587723914,0.03247466312827435,0.019068426711811668,0.0019445906064834934,0.002058978289217817,0.035025508453249754,0.4968886550296264,0.5031113449703736,0.0588295852302624,0.06677952918029786,0.053807965958225616,0.05902404429091075,0.05465443481045961,0.11403308091784675,0.1157488961588616,0.12089634188190615,0.07326531079133397,0.07883599094049552,0.13198050833886207,0.049289652490219854,0.02285465901031777,0.9068437770719028,0.09315622292809704,0.06714579055441479,0.07494866529774127,0.1163977706072162,0.11408037547667935,0.13426224699325315,0.1884716925784688,0.11607509533587562,0.117160457612203,0.03754766793781168,0.03391023760633617,0.25849222645937225,0.2483426224699325,0.8113816368436492,0.15470812555001467,0.5068348489293047,0.3045467879143444,0.07150374047722541,0.3443984351765002,0.5228775365468646,0.4049781519525977,0.07214431150053763,0.7958751801606003,0.2041248198393997,0.407128640388003,0.3099105488321018,0.26010615176957746,Mendocino
23,"Merced County, California",9351.0,155.0,0.016575767297615233,89557,269075,158494,76008,8038,840,19487,556,501,5151,269075,135816,133259,21254,22886,22499,23338,21064,38509,32974,30749,14281,12201,16993,8987,3340,30.9,1935.646,0.13,266325,243180,128740,137831,23145,79606,5230,5097,8627,8577,12196,14954,9425,8924,3506,3070,50129,69764,21634,40992,35528,1.6575767297615234,3.4752392455635044,33.283285329369136,139.0104388922355,3,18954,20773,64106,12430,39727,24379,7048,193067,182524,74224,12327,239755,29320,149550,78004,38181,0.5890327975471523,0.28247886277060297,0.029872712069125708,0.003121806187865837,0.07242218712254947,0.0020663383814921487,0.0018619344049056953,0.019143361516305864,0.5047514633466506,0.4952485366533495,0.07898912942488154,0.0850543528755923,0.08361609216761126,0.08673418191953916,0.0782830065966738,0.14311623153395894,0.12254575861748584,0.1142766886555793,0.05307442162965716,0.045344234878751284,0.0631533958933383,0.03339960977422652,0.012412896032704636,0.9130949028442692,0.08690509715573078,0.06569856543476622,0.06402783709770621,0.1083712282993744,0.10774313493957742,0.1532045323216843,0.18785016204808688,0.11839559832173455,0.1121021028565686,0.044041906388965664,0.03856493229153581,0.23809763083184685,0.2609476672612617,0.8052910584629299,0.15614400924553426,0.4990452980931086,0.3062457603698214,0.026193440490569545,0.717521137229397,0.6783387531357429,0.27584874105732604,0.04581250580693115,0.8910340982997306,0.10896590170026944,0.555792994518257,0.2898968689027223,0.14189724054631608,Merced
24,"Modoc County, California",28.0,0.0,0.0,1863,8938,1292,6962,149,291,130,6,4,104,8938,4613,4325,402,556,464,491,252,1115,873,1050,691,751,1351,690,252,47.7,3915.447,0.083,8714,7646,4292,4697,1068,3660,288,166,502,574,481,734,424,382,81,28,45149,54126,23235,40600,28846,0.0,0.3132691877377489,20.843589169836648,2.2827534123179296,1,956,1055,3169,463,2011,1158,405,1976,4153,3843,942,6645,2293,3280,2614,2792,0.14455135377041844,0.7789214589393599,0.016670396061758786,0.032557619154173184,0.014544640859252628,0.0006712911165808906,0.00044752741105392703,0.011635712687402105,0.5161109867979414,0.4838890132020586,0.04497650481091967,0.06220631013649585,0.05191317968225554,0.054933989706869545,0.028194226896397407,0.12474826583128215,0.09767285746251958,0.11747594540165585,0.0773103602595659,0.0840232714253748,0.15115238308346388,0.07719847840680241,0.028194226896397407,0.8774386045444112,0.12256139545558872,0.07868852459016394,0.0453551912568306,0.1371584699453552,0.15683060109289618,0.13142076502732242,0.2005464480874317,0.11584699453551912,0.10437158469945357,0.0221311475409836,0.007650273224043716,0.2612021857923497,0.28825136612021857,0.8658469945355192,0.12650273224043715,0.5494535519125683,0.3163934426229508,0.045312150369210116,0.22107854106063995,0.4646453345267398,0.4299619601700605,0.10539270530319984,0.7434549116133363,0.2565450883866637,0.3669724770642202,0.2924591631237413,0.3123741329156411,Modoc
25,"Mono County, California",167.0,2.0,0.011976047904191616,5572,14174,3866,9234,40,342,336,0,80,276,14174,7341,6833,464,786,911,630,1341,2264,1563,1964,1314,907,1385,568,77,38.3,3048.987,0.1,14059,11724,9166,4150,2335,4847,140,102,267,339,745,1243,801,765,218,227,63018,80008,33421,41886,44138,1.1976047904191616,1.1782136305912234,39.311415267391,4.648757111788276,1,509,1084,3637,983,1593,2044,698,4940,7959,5570,645,12144,2030,6396,4841,2860,0.27275292789614786,0.6514745308310992,0.002822068576266403,0.024128686327077747,0.023705376040637792,0.0,0.005644137152532806,0.019472273176238186,0.5179201354592916,0.4820798645407083,0.03273599548469028,0.055453647523634825,0.06427261182446734,0.04444758007619585,0.09460984901933116,0.15972908141667844,0.1102723296176097,0.1385635670946804,0.09270495273035134,0.06399040496684069,0.0977141244532242,0.040073373782982924,0.0054324820093128254,0.8339142186499751,0.16608578135002489,0.028883845677738808,0.021043944708066847,0.05508561997111616,0.0699401691768104,0.15370332164225295,0.2564472869816381,0.16525685991334846,0.15782958531050134,0.04497627398390757,0.04683309263461935,0.1050134103569218,0.22364349081906326,0.7503610480709717,0.20280585929440886,0.3286569011759852,0.4217041468949866,0.04924509665584874,0.3485254691689008,0.5615210949626076,0.39297304924509663,0.04550585579229576,0.8567800197544799,0.14321998024551996,0.4512487653449978,0.34154084944264146,0.20177790320304784,Mono
26,"Monterey County, California",11153.0,91.0,0.008159239666457456,156994,433212,252588,131238,10606,1046,23647,1963,530,11594,433212,220967,212245,32318,31786,32230,30473,31877,63216,56042,51701,25456,22598,32072,15291,8152,34.1,3281.7209999999995,0.087,416906,370256,237899,171343,46650,126052,4820,4179,9561,10842,15983,24256,17300,19706,9041,10364,66676,93636,28836,43932,40525,0.8159239666457455,2.574490087993869,36.239531684256214,132.00756554259183,2,18560,26825,86941,28747,45385,41556,15133,301974,277942,131827,23443,377697,55515,221900,133199,69961,0.5830586410348744,0.30294174676601754,0.02448223964248451,0.002414522220067773,0.05458528387948625,0.004531268755251471,0.0012234194805314721,0.026762878221286576,0.5100666648199957,0.4899333351800042,0.07460088824870964,0.07337285209089314,0.07439775444816857,0.07034200345327461,0.07358291090736176,0.14592393562505193,0.12936391420366933,0.11934341615652384,0.05876106848379085,0.05216383664349095,0.07403303694265162,0.03529680618265422,0.018817576613759542,0.888104272905643,0.111895727094357,0.03823818741471773,0.03315298448259448,0.07584964935106146,0.0860121219814045,0.1267968774791356,0.19242852156252974,0.1372449465300035,0.1563323073017485,0.0717243677212579,0.0822200361755466,0.14724082124837368,0.2128089994605401,0.6897232888014471,0.2280566750230064,0.3600498207089138,0.32967346809253323,0.03493208867713729,0.6970582532339824,0.641584258977129,0.3043013582264573,0.054114382796413764,0.8718525802609346,0.1281474197390654,0.5122203447734597,0.307468398843984,0.1614936797687968,Monterey
27,"Napa County, California",1957.0,15.0,0.007664793050587634,66469,140530,47687,74159,2764,326,11210,264,516,3604,140530,70082,70448,7318,7449,9619,9036,8888,17269,17769,18925,9560,9337,14353,7545,3462,41.1,748.31,0.08199999999999999,138703,129688,101997,47481,9015,49032,1582,1465,3053,3219,5131,7700,6142,9278,4977,6485,84753,116922,42677,55883,53002,0.7664793050587635,1.392585213121753,47.29879740980574,187.79650144993386,1,6100,8350,28292,14255,14450,13842,4710,66371,77348,52175,11007,115170,25360,59579,46254,31235,0.3393367964135772,0.5277093858962499,0.019668398206788583,0.002319789368818046,0.07976944424678005,0.001878602433644061,0.0036718138475770297,0.025645769586565142,0.4986977869494058,0.5013022130505942,0.05207429018714865,0.05300647548566143,0.06844801821675088,0.06429943784245358,0.06324628193268343,0.12288479328257312,0.12644275243720202,0.13466875400270406,0.06802817903650465,0.06644132925354017,0.10213477549277734,0.053689603643350174,0.024635309186650536,0.9350050107063294,0.06499498929367065,0.032264643498123684,0.029878446728666994,0.062265459291891014,0.06565100342633383,0.10464594550497634,0.15704030021210638,0.12526513297438407,0.18922336433349649,0.1015051395007342,0.132260564529287,0.12440854951868167,0.17029694893131014,0.5770109316364823,0.2907285038342307,0.29470549844999183,0.28230543318649043,0.03351597523660428,0.4722906141037501,0.550402049384473,0.3712730377855262,0.07832491283000073,0.8195403116772221,0.18045968832277806,0.423959296947271,0.3291396854764107,0.2222657083896677,Napa
28,"Nevada County, California",608.0,8.0,0.013157894736842105,29739,99092,9281,84470,601,570,989,154,130,2897,99092,48889,50203,4221,4656,5063,5249,4126,9903,10823,11994,8407,9473,15491,6588,3098,50.1,957.76,0.035,98103,90498,66296,42920,7605,40904,2085,1934,3463,3675,5387,6765,5233,6652,2738,2972,63240,86798,37145,57622,51085,1.3157894736842104,0.6135712267387882,30.01150446050136,103.46224523889074,1,7482,9062,28542,9390,16544,11998,3751,14622,44041,45365,9686,73915,25177,33218,31224,31552,0.09366043676583376,0.8524401566221289,0.006065070843256771,0.005752230250676139,0.009980624066524037,0.0015541113308844307,0.001311912162434909,0.02923545795826101,0.4933697977636943,0.5066302022363056,0.04259677875105962,0.0469866386792072,0.051093932910830336,0.05297097646631413,0.041638073709280264,0.09993743188148388,0.10922173333871554,0.12103903443264845,0.08484035038146369,0.09559803011342996,0.1563294716021475,0.0664836717393937,0.031263875994025754,0.9224794348796672,0.07752056512033273,0.05097300997457462,0.047281439468022685,0.08466164678271074,0.08984451398396245,0.13169861138274985,0.165387248190886,0.12793369841580285,0.16262468218267162,0.06693721885390183,0.07265793076471737,0.18291609622530805,0.2215431253667123,0.6977801681987091,0.22956190103657345,0.4044592215920204,0.29332094660668884,0.03785371170225649,0.14755984337787106,0.444445565736891,0.4578068865296896,0.09774754773341944,0.7459229806644331,0.2540770193355669,0.33522383239817544,0.31510111815282765,0.3184111734549712,Nevada
29,"Orange County, California",57928.0,1444.0,0.02492749620218201,955802,3164182,1080195,1296036,50412,6348,629637,8541,5881,87132,3164182,1562429,1601753,188956,189548,206380,208793,218993,453121,415919,453608,211722,176654,249211,131180,60097,37.8,792.7819999999997,0.078,3147477,2881804,2116269,1015430,265673,1032373,43771,30304,62835,66044,96088,157083,132431,189165,107421,147231,85398,117194,39590,60553,50816,2.4927496202182016,1.830741720925029,30.206922357816328,3991.238448905248,1,136910,162132,588556,296586,299042,289514,107902,1868146,1881710,1091195,191277,2723694,440488,1465791,1081249,557045,0.3413820696786721,0.4095959081999708,0.015932079760266636,0.002006205711302321,0.19898886979320407,0.002699275831794757,0.001858616223719116,0.02753697480107023,0.4937860717240665,0.5062139282759336,0.05971717176824848,0.0599042659366623,0.06522380823859057,0.06598640659734491,0.06920998855312369,0.1432032038612191,0.13144597877113262,0.14335711409773522,0.06691208027856804,0.055829279099621966,0.07876000811584162,0.04145779225088822,0.018992902431023247,0.9155917580970409,0.0844082419029591,0.04239843544920295,0.029353731645442107,0.06086462935392537,0.06397300200605789,0.09307488669308477,0.15215721449514855,0.12827824826879433,0.18323319187929168,0.10405250815354528,0.14261415205550707,0.13261679644857044,0.15704788869914266,0.570100147911656,0.287285700032837,0.2896646851477131,0.2804354627639429,0.03410107256788642,0.5904040918000292,0.5946908237263216,0.34485848159176685,0.06045069468191148,0.8607892972022471,0.1392107027977531,0.4632448449551889,0.3417151731474359,0.1760470794663518,Orange
30,"Placer County, California",4093.0,57.0,0.013926215489860738,101974,380077,52498,278380,5868,1244,27196,576,403,13912,380077,185511,194566,20325,25051,24540,24399,20279,41834,48667,52916,26116,24851,40466,21867,8766,41.9,1407.082,0.054000000000000006,377358,359456,299854,118707,17902,140661,5616,4796,8765,9627,12591,21851,18041,27747,15169,16458,84357,109020,41508,74254,58099,1.3926215489860738,1.0768870518342335,26.82982658777037,270.11716445807707,1,19177,22218,81287,42916,41395,39892,16135,101697,205095,144349,30633,308978,71099,156428,127699,87184,0.13812464316441142,0.7324305338128853,0.015438976838903697,0.003273020993114553,0.07155392196844322,0.0015154823890948413,0.0010603114632035087,0.03660310936994346,0.4880879400753005,0.5119120599246995,0.053476006177695566,0.0659103286965536,0.0645658642853948,0.06419488682556429,0.053354978070233136,0.11006717059964163,0.12804510664944208,0.13922442031483095,0.06871239248889041,0.06538411953367344,0.1064678999255414,0.05753307882350155,0.023063747609037115,0.95255963832753,0.04744036167247018,0.03992577900057585,0.03409616027185928,0.06231293677707396,0.06844114573335892,0.08951308465032952,0.15534512053803115,0.1282587213228969,0.19726150105572973,0.10784083719012376,0.1170047134600209,0.1363348760495091,0.15795423038368844,0.5778929482941256,0.30510233824585353,0.2942891064331976,0.2836038418609281,0.04245192421535636,0.2675694661871147,0.5396143413045251,0.3797888322629362,0.08059682643253868,0.8129352736419201,0.18706472635808008,0.4115692346550831,0.3359819194531634,0.2293850982827164,Placer
