county_state,total_cases,total_fatalities,death_rate,total_tests,race_pop,race_pop_hispanic_or_latino_of_any_race,race_pop_white_alone,race_pop_black_or_african_american_alone,race_pop_american_indian_and_alaska_native_alone,race_pop_asian_alone,race_pop_native_hawaiian_and_other_pacific_islander_alone,race_pop_some_other_race_alone,race_pop_two_or_more_races,sex_age_pop,sex_age_pop_male,sex_age_pop_female,sex_age_pop_under_5,sex_age_pop_5_to_9,sex_age_pop_10_to_14,sex_age_pop_15_to_19,sex_age_pop_20_to_24,sex_age_pop_25_to_34,sex_age_pop_35_to_44,sex_age_pop_45_to_54,sex_age_pop_55_to_59,sex_age_pop_60_to_64,sex_age_pop_65_to_74,sex_age_pop_75_to_84,sex_age_pop_85_and_over,sex_age_median_age_in_years,sq_mi,obes_percent,health_ins_noninst_pop,health_ins_noninst_pop_cov_yes,health_ins_noninst_pop_private,health_ins_noninst_pop_public,health_ins_noninst_pop_cov_no,inc_hhlds,inc_hhlds_less_than_10_000,inc_hhlds_10_000_to_14_999,inc_hhlds_15_000_to_24_999,inc_hhlds_25_000_to_34_999,inc_hhlds_35_000_to_49_999,inc_hhlds_50_000_to_74_999,inc_hhlds_75_000_to_99_999,inc_hhlds_100_000_to_149_999,inc_hhlds_150_000_to_199_999,inc_hhlds_200_000_or_more,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,deaths_per_100_cases,cases_per_100_people,tests_per_100_people,pop_density,covid_severity,inc_hhlds_less_than_25_000,inc_hhlds_25_000_to_49_999,inc_hhlds_less_than_99_999,inc_hhlds_100_000_or_more,inc_hhlds_less_than_49_999,inc_hhlds_50_000_to_99_999,race_pop_other,race_pop_minority,sex_age_pop_0_to_44,sex_age_pop_45_to_74,sex_age_pop_75_and_over,sex_age_pop_0_to_64,sex_age_pop_65_and_over,sex_age_pop_0_to_35,sex_age_pop_35_to_59,sex_age_pop_60_to_84,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more,percent_inc_hhlds_less_than_25_000,percent_inc_hhlds_25_000_to_49_999,percent_inc_hhlds_less_than_99_999,percent_inc_hhlds_100_000_or_more,percent_inc_hhlds_less_than_49_999,percent_inc_hhlds_50_000_to_99_999,percent_race_pop_other,percent_race_pop_minority,percent_sex_age_pop_0_to_44,percent_sex_age_pop_45_to_74,percent_sex_age_pop_75_and_over,percent_sex_age_pop_0_to_64,percent_sex_age_pop_65_and_over,percent_sex_age_pop_0_to_35,percent_sex_age_pop_35_to_59,percent_sex_age_pop_60_to_84,County,county
"Mercer County, Illinois",262,6,0.02290076336,6314,15693,364,14993,92,16,54,0,0,174,15693,7798,7895,784,1018,930,981,783,1552,1831,2188,1303,1052,1807,1042,422,44.8,561.1990000000001,0.068,15465,15095,12135,5599,370,6624,388,252,493,767,904,1570,961,947,201,141,58011,68250,28995,51348,35279,2.290076336,1.6695341869999998,40.23449946,27.96334277,1,1133,1671,5335,1148,2804,2531,190,700,7879,6350,1464,12422,3271,6048,5322,3901,0.023195055120000002,0.9553941248000001,0.005862486459,0.001019562862,0.0034410246610000004,0.0,0.0,0.01108774613,0.4969094501,0.5030905499,0.04995858026,0.06486968712,0.05926209137999999,0.062511948,0.04989485758000001,0.09889759766,0.1166762251,0.1394252214,0.08303065061,0.0670362582,0.1151468808,0.06639903142,0.026890970499999996,0.9760750081,0.02392499192,0.058574879229999995,0.038043478260000006,0.0744263285,0.1157910628,0.13647343,0.23701690820000001,0.1450785024,0.1429649758,0.0303442029,0.02128623188,0.171044686,0.2522644928,0.8054045893999999,0.1733091787,0.42330917869999996,0.3820954106,0.01210730899,0.04460587523,0.5020709871,0.404639011,0.09329000191,0.7915631173000001,0.2084368827,0.38539476200000006,0.33913209710000003,0.2485821704,Mercer County,Mercer
"Monroe County, Illinois",920,30,0.03260869565,11132,33936,514,32722,76,17,331,0,32,244,33936,16691,17245,1808,1851,2591,2145,1671,3625,4287,5064,3010,2208,3067,1833,776,42.6,385.295,0.081,33670,32693,28906,8207,977,13349,379,377,910,1070,1417,2096,1853,2699,1276,1272,81268,101408,39988,63045,51927,3.260869565,2.7109853839999998,32.80292315,88.07796623,2,1666,2487,8102,3975,4153,3949,293,1214,17978,13349,2609,28260,5676,13691,12361,7108,0.01514615747,0.9642267798,0.002239509665,0.0005009429513999999,0.009753653937,0.0,0.000942951438,0.007190004715,0.49183757659999994,0.5081624234000001,0.05327675625,0.05454384723999999,0.07634959925,0.06320721357999999,0.0492397454,0.1068187176,0.1263260255,0.1492220651,0.08869636964,0.06506364922,0.09037600188999999,0.05401343706,0.022866572369999998,0.9709830709999999,0.02901692902,0.028391639819999998,0.02824181587,0.06816990037000001,0.08015581692000001,0.1061502734,0.1570155068,0.138811896,0.2021874298,0.09558768447,0.09528803656,0.1248033561,0.1863060903,0.6069368492,0.2977751142,0.3111094464,0.2958274028,0.008633899104,0.03577322018,0.5297619048,0.3933580858,0.07688000943,0.8327439887,0.1672560113,0.4034358793,0.3642444602,0.2094530882,Monroe County,Monroe
"Montgomery County, Illinois",610,16,0.026229508199999998,17281,29009,504,26693,1458,45,27,13,0,269,29009,15145,13864,1441,1747,1548,1569,1716,3618,3487,3985,2327,1882,2917,1938,834,43.1,703.6519999999999,0.10400000000000001,25787,24740,18309,11128,1047,11339,778,637,1495,1084,1640,2200,1593,1287,395,230,50304,62938,24816,49012,34735,2.62295082,2.102795684,59.57116757,41.22634484,2,2910,2724,9427,1682,5634,3793,327,2316,15126,11111,2772,23320,5689,11639,9799,6737,0.01737391844,0.9201627081,0.050260264060000004,0.001551242718,0.0009307456307,0.00044813678510000006,0.0,0.009272984246,0.5220793547,0.4779206453,0.04967423903,0.06022268951,0.05336274949,0.05408666276000001,0.059154055639999994,0.12471991449999999,0.1202040746,0.1373711607,0.08021648454,0.06487641766,0.1005550002,0.06680685305,0.028749698369999997,0.9593981464,0.040601853650000005,0.06861275245,0.05617779346,0.1318458418,0.09559925919,0.1446335656,0.19402063670000003,0.1404885792,0.1135020725,0.03483552341,0.02028397566,0.25663638769999997,0.2402328248,0.8313784284000001,0.1483375959,0.4968692125,0.334509216,0.01127236375,0.07983729187000001,0.5214243854999999,0.383019063,0.09555655142000001,0.8038884484000001,0.1961115516,0.40122031090000004,0.33779171979999995,0.2322382709,Montgomery County,Montgomery
"Morgan County, Illinois",896,24,0.02678571429,16116,34426,816,30467,2267,63,248,1,3,561,34426,17298,17128,1775,1784,1900,2275,2691,4292,3989,4322,2410,2336,3646,1917,1089,41.5,568.798,0.16399999999999998,32276,30922,23451,12746,1354,13864,926,792,1731,1637,2025,2534,1856,1605,500,258,48508,63032,26295,46022,36083,2.6785714290000002,2.602684018,46.81345495,60.5241228,2,3449,3662,11501,2105,7111,4390,628,3959,18706,12714,3006,27774,6652,14717,10721,7899,0.023703015159999997,0.8849997095000001,0.06585139139,0.0018300122,0.00720385755,2.8999999999999997e-05,8.71e-05,0.016295822919999998,0.5024690640999999,0.4975309359,0.05155986754,0.051821297860000004,0.05519084413,0.06608377388999999,0.07816766397000001,0.12467321210000001,0.1158717249,0.1255446465,0.07000522861000001,0.06785569047000001,0.10590832509999999,0.05568465695,0.03163306803,0.9580493245999999,0.04195067541999999,0.06679169071,0.05712637046,0.1248557415,0.11807559150000001,0.1460617426,0.1827755338,0.1338718984,0.11576745529999999,0.036064627810000006,0.01860934795,0.2487738027,0.2641373341,0.829558569,0.15183208310000001,0.5129111368,0.31664743219999997,0.01824202638,0.1150002905,0.5433683844,0.3693138907,0.08731772498,0.8067739499,0.19322605010000002,0.42749665950000004,0.31142159999999997,0.2294486725,Morgan County,Morgan
"Moultrie County, Illinois",411,4,0.009732360097,7012,14703,197,14243,78,40,32,0,4,109,14703,7172,7531,996,1016,1064,946,791,1705,1688,1830,1037,922,1446,842,420,40.3,335.957,0.06,14408,12257,9821,4495,2151,5910,225,233,569,562,899,1326,793,819,315,169,59623,70504,28391,50110,35728,0.9732360097,2.7953478880000002,47.69094743,43.76452939,2,1027,1461,4607,1134,2488,2119,153,460,8206,5235,1262,11995,2708,6518,4555,3210,0.013398626129999999,0.9687138679,0.005305039788,0.002720533225,0.00217642658,0.0,0.0002720533225,0.007413453037000001,0.4877916072,0.5122083928,0.06774127729,0.06910154389999999,0.07236618377000001,0.06434061076,0.053798544510000004,0.11596272869999999,0.11480650210000001,0.124464395,0.07052982384999999,0.06270829083,0.09834727607,0.05726722437999999,0.028565598860000003,0.85070794,0.14929206,0.03807106599,0.03942470389,0.09627749577,0.09509306261,0.15211505919999999,0.2243654822,0.134179357,0.1385786802,0.05329949239,0.02859560068,0.1737732657,0.24720812179999999,0.7795262267,0.1918781726,0.4209813875,0.3585448393,0.01040603958,0.03128613208,0.558117391,0.35604978579999996,0.08583282323,0.8158199006999999,0.1841800993,0.44331088890000003,0.3098007209,0.21832279129999999,Moultrie County,Moultrie
"Ogle County, Illinois",1189,7,0.0058873002520000006,19650,51328,5108,44681,497,145,292,13,18,574,51328,25614,25714,2799,2990,3689,3329,2887,5683,6069,7399,3949,3402,5174,2567,1391,42.4,758.591,0.078,50831,48055,37695,17707,2776,20901,837,929,1650,2223,2972,4334,2531,3594,1180,651,59707,75048,30595,52856,36537,0.5887300252000001,2.3164744390000003,38.28319825,67.66228442,2,3416,5195,15476,4774,8611,6865,750,6647,27446,19924,3958,42196,9132,21377,17417,11143,0.09951683292,0.8704995324,0.009682824190000001,0.0028249688280000003,0.005688902743,0.0002532730673,0.0003506857855,0.01118298005,0.4990258728,0.5009741272,0.05453163965,0.05825280549,0.07187110348999999,0.06485738778,0.05624610349,0.11071929550000001,0.1182395574,0.1441513404,0.07693656484,0.06627961347,0.1008026808,0.05001168953,0.027100218199999998,0.9453876571,0.05461234286,0.04004593082,0.04444763408,0.07894359122,0.1063585474,0.1421941534,0.2073584996,0.1210946845,0.171953495,0.056456628870000004,0.03114683508,0.16343715609999998,0.24855270079999997,0.7404430409999999,0.2284101239,0.41198985689999995,0.3284531841,0.01461190773,0.1295004676,0.5347178928,0.38817019950000003,0.07711190772999998,0.8220854115,0.17791458850000003,0.4164783354,0.33932746259999996,0.2170939838,Ogle County,Ogle
"Peoria County, Illinois",4544,70,0.01540492958,109147,184463,8681,129321,32208,514,7250,8,397,6084,184463,89387,95076,12802,12011,12037,11739,12224,25671,22206,22517,11873,11946,16682,8570,4185,37.2,618.672,0.11199999999999999,182214,171727,127756,69343,10487,73629,6110,3439,7608,7112,9483,13528,9447,9715,3625,3562,54770,74500,30753,54234,38609,1.5404929580000002,2.463366637,59.17013168,298.1596064,2,17157,16595,56727,13340,33752,22975,7003,55142,108690,63018,12755,155026,29437,86484,56596,37198,0.047060928210000005,0.7010674227,0.17460412120000002,0.002786466663,0.039303274910000005,4.34e-05,0.002152193123,0.032982224080000004,0.4845795634,0.5154204365999999,0.06940145178,0.06511332896000001,0.06525427864,0.06363877851,0.06626803207000001,0.13916612,0.1203818652,0.1220678402,0.06436521145,0.06476095477,0.09043548029,0.04645918152,0.02268747662,0.9424467933,0.05755320667,0.082983607,0.04670713985,0.1033288514,0.09659237528999999,0.1287943609,0.1837319534,0.1283054231,0.1319452933,0.049233318389999996,0.04837767727,0.2330195983,0.22538673620000002,0.770443711,0.18117861170000002,0.4584063345,0.3120373766,0.037964252989999996,0.2989325773,0.5892238552,0.34162948670000004,0.06914665814,0.8404178616,0.1595821384,0.46884199,0.3068149168,0.2016556166,Peoria County,Peoria
"Perry County, Illinois",438,16,0.03652968037,7599,21384,657,18359,1918,22,130,0,35,263,21384,11767,9617,1117,968,1278,1161,1520,2810,2844,2944,1486,1401,2200,1042,613,41.7,441.76199999999994,0.085,18758,18054,13039,8566,704,8323,955,429,1010,840,1016,1591,1214,984,132,152,48298,61778,24511,53554,35000,3.652968037,2.048260382,35.535914700000006,48.40615535,2,2394,1856,7055,1116,4250,2805,320,3025,11698,8031,1655,17529,3855,8854,7274,4643,0.030723905719999996,0.8585390947,0.08969322857999999,0.001028806584,0.006079311635,0.0,0.0016367377480000001,0.012298915079999998,0.5502712308,0.44972876920000004,0.05223531612,0.04526748971,0.059764309759999995,0.05429292928999999,0.07108118219,0.1314066592,0.132996633,0.1376730266,0.06949120837999999,0.06551627385,0.1028806584,0.04872802095,0.02866629256,0.9624693464,0.03753065359,0.1147422804,0.051543914450000006,0.12135047460000001,0.10092514720000001,0.1220713685,0.19115703469999998,0.1458608675,0.118226601,0.01585966599,0.01826264568,0.2876366695,0.2229965157,0.8476510873,0.13408626699999998,0.5106331851,0.3370179022,0.014964459409999999,0.1414609053,0.5470445193,0.3755611672,0.07739431350999999,0.8197250281,0.18027497190000003,0.4140478863,0.3401608679,0.2171249532,Perry County,Perry
"Piatt County, Illinois",250,0,0.0,10647,16427,213,15826,90,10,74,0,28,186,16427,8080,8347,957,1106,970,1004,798,1785,1995,2207,1470,1032,1753,1050,300,43.0,439.152,0.063,16375,15771,13496,4778,604,6700,156,193,429,701,1051,1088,1229,1201,369,283,69271,82458,33967,54726,40095,0.0,1.521884702,64.81402569,37.40618283,1,778,1752,4847,1570,2530,2317,224,601,8615,6462,1350,13324,3103,6620,5672,3835,0.012966457659999998,0.9634138918,0.005478784927,0.0006087538808,0.004504778718,0.0,0.001704510866,0.011322822179999999,0.4918731357,0.5081268643,0.05825774639,0.06732817922,0.059049126439999995,0.06111888962999999,0.048578559689999995,0.10866256769999999,0.1214463992,0.1343519815,0.08948682048,0.0628234005,0.1067145553,0.06391915748,0.01826261642,0.9631145038,0.036885496180000005,0.02328358209,0.028805970150000002,0.06402985075,0.1046268657,0.1568656716,0.1623880597,0.18343283579999997,0.1792537313,0.05507462687000001,0.04223880597,0.11611940300000001,0.2614925373,0.7234328358,0.2343283582,0.3776119403,0.34582089549999995,0.013636086930000003,0.03658610824,0.5244414682999999,0.39337675780000003,0.08218177390999999,0.8111036708,0.18889632920000002,0.4029950691,0.34528520119999995,0.2334571133,Piatt County,Piatt
"Pike County, Illinois",353,6,0.01699716714,5315,15754,195,15097,234,43,42,0,17,126,15754,7815,7939,961,1047,937,911,892,1797,1727,2035,1244,1009,1648,1054,492,42.3,831.404,0.13699999999999998,15278,14516,10017,6730,762,6527,509,387,877,794,1137,1223,563,647,267,123,42664,57507,24162,42897,32080,1.699716714,2.240700774,33.737463500000004,18.94866996,2,1773,1931,5490,914,3704,1786,186,657,8272,5936,1546,12560,3194,6545,5006,3711,0.01237780881,0.9582963056999999,0.014853370569999998,0.0027294655330000004,0.00266598959,0.0,0.001079091025,0.007997968769999999,0.4960644916,0.5039355084,0.06100038086,0.06645931192000001,0.05947695823,0.057826583720000005,0.05662054082,0.1140662689,0.10962295289999999,0.1291735432,0.07896407262,0.06404722610000001,0.10460835339999999,0.06690364352000001,0.03123016377,0.9501243618,0.04987563817,0.07798375977000001,0.059292170979999996,0.1343649456,0.1216485368,0.1741994791,0.1873755171,0.08625708595,0.09912670446,0.04090700169,0.01884479853,0.2716408764,0.2958480159,0.8411214953,0.1400337061,0.5674888923,0.27363260300000003,0.011806525330000001,0.041703694300000003,0.5250729973,0.3767931954,0.09813380729,0.7972578393,0.2027421607,0.4154500444,0.3177605687,0.2355592231,Pike County,Pike
"Pope County, Illinois",42,1,0.02380952381,787,4249,79,3865,223,10,27,0,0,45,4249,2349,1900,173,146,204,132,173,327,408,620,351,475,651,383,206,53.7,368.77,0.102,4084,3941,2560,2397,143,1644,175,77,179,278,191,306,210,190,29,9,40671,52818,22343,42500,36563,2.3809523809999997,0.9884678748000001,18.52200518,11.52208694,1,431,469,1416,219,900,516,55,384,1563,2097,589,3009,1240,1155,1379,1509,0.01859261003,0.9096257943000001,0.05248293716,0.00235349494,0.006354436337999999,0.0,0.0,0.01059072723,0.5528359614,0.4471640386,0.040715462460000004,0.03436102612,0.048011296780000004,0.031066133210000006,0.040715462460000004,0.07695928454,0.09602259355000001,0.14591668630000001,0.08260767239,0.1117910096,0.1532125206,0.09013885619999999,0.04848199576,0.9649853085,0.03501469148,0.10644768859999999,0.04683698297,0.10888077859999999,0.16909975670000002,0.1161800487,0.1861313869,0.1277372263,0.11557177619999999,0.017639902680000003,0.005474452554999999,0.26216545010000003,0.2852798054,0.8613138686,0.1332116788,0.5474452555,0.31386861309999997,0.01294422217,0.0903742057,0.36785125909999994,0.4935278889,0.138620852,0.7081666273999999,0.29183337260000003,0.27182866559999996,0.32454695219999996,0.3551423864,Pope County,Pope
"Pulaski County, Illinois",235,1,0.004255319148999999,2008,5611,124,3571,1680,7,16,0,11,202,5611,2747,2864,313,251,436,401,226,645,564,685,472,427,700,356,135,44.1,199.185,0.061,5606,5413,3028,3202,193,2173,226,201,395,301,284,399,146,177,32,12,33799,47587,20317,40495,31630,0.42553191490000003,4.188201747,35.78684726,28.1697919,3,822,585,1952,209,1407,545,220,2040,2836,2284,491,4420,1191,2272,1721,1483,0.022099447510000002,0.6364284441,0.2994118695,0.001247549456,0.0028515416149999997,0.0,0.00196043486,0.03600071289,0.489574051,0.5104259489999999,0.05578328284,0.04473355908,0.077704509,0.07146676172000001,0.04027802531000001,0.1149527713,0.1005168419,0.12208162539999999,0.08412047763000001,0.07610051684,0.1247549456,0.06344680092999999,0.024059882369999997,0.9655726008,0.034427399219999995,0.1040036815,0.09249884952,0.18177634609999999,0.1385181776,0.1306948919,0.1836171192,0.06718821905,0.08145421077000001,0.014726185,0.005522319374000001,0.3782788771,0.2692130695,0.8982972848999999,0.09618039577,0.6474919466,0.2508053382,0.0392086972,0.3635715559,0.5054357512,0.4070575655,0.0875066833,0.7877383711,0.2122616289,0.4049189093,0.30671894489999996,0.2643022634,Pulaski County,Pulaski
"Putnam County, Illinois",92,0,0.0,1562,5746,308,5300,24,0,25,0,0,89,5746,2959,2787,242,326,341,329,282,608,584,815,469,477,753,362,158,47.9,160.101,0.061,5738,5593,4482,2258,145,2395,95,54,206,234,328,458,441,381,76,122,65034,79048,34144,53969,37857,0.0,1.6011138180000002,27.18412809,35.88984454,1,355,562,1816,457,917,899,89,446,2712,2514,520,4473,1273,2128,1868,1592,0.05360250609,0.9223807866,0.0041768186560000005,0.0,0.004350852767,0.0,0.0,0.01548903585,0.5149669335,0.4850330665,0.042116254789999995,0.05673512007999999,0.059345631739999995,0.057257222420000004,0.04907761921,0.1058127393,0.1016359206,0.1418378002,0.08162199791000001,0.0830142708,0.1310476853,0.06300034807,0.027497389489999996,0.974729871,0.025270128959999996,0.03966597077,0.022546972859999997,0.0860125261,0.09770354905999999,0.1369519833,0.1912317328,0.1841336117,0.1590814196,0.03173277662,0.050939457199999996,0.1482254697,0.23465553239999998,0.7582463466,0.1908141962,0.38288100210000003,0.37536534450000003,0.01548903585,0.07761921337000001,0.4719805082,0.4375217543,0.09049773756000001,0.7784545771,0.22154542289999998,0.3703445875,0.3250957188,0.2770623042,Putnam County,Putnam
"Randolph County, Illinois",1271,15,0.01180173092,15703,32546,996,27666,3305,47,128,0,17,387,32546,18019,14527,1626,1775,1788,1761,1873,4490,4214,4493,2308,2370,3123,1759,966,42.0,575.316,0.141,28672,27105,20101,11952,1567,11873,530,653,1282,1358,1837,2377,1682,1537,270,347,52107,67527,25340,46365,33178,1.180173092,3.905241812,48.2486327,56.57064987,3,2465,3195,9719,1807,5660,4059,451,4880,17527,12294,2725,26698,5848,13313,11015,7252,0.030602839060000005,0.8500583789,0.1015485774,0.0014441098749999998,0.003932894979,0.0,0.0005223376145,0.01189086216,0.5536471456000001,0.4463528544,0.04996005654,0.0545381921,0.054937626739999995,0.054108031710000004,0.05754931482000001,0.1379585817,0.1294782769,0.13805075890000001,0.0709150126,0.0728200086,0.09595649234999999,0.05404658022000001,0.029681066800000003,0.9453473772,0.054652622770000006,0.04463909711,0.054998736629999996,0.10797608019999999,0.1143771583,0.1547207951,0.2002021393,0.14166596480000002,0.1294533816,0.022740672110000002,0.029225974900000003,0.2076139139,0.26909795329999997,0.8185799714,0.1521940537,0.4767118673,0.34186810409999996,0.013857309650000002,0.1499416211,0.5385300805,0.3777422725,0.08372764702,0.8203158606000001,0.17968413940000003,0.4090518036,0.33844404840000003,0.22282308120000002,Randolph County,Randolph
"Richland County, Illinois",334,16,0.047904191619999995,7889,15881,264,15153,141,45,162,0,0,116,15881,7809,8072,1057,921,1047,911,845,1816,1822,2045,1316,963,1551,1080,507,41.9,360.055,0.08900000000000001,15683,14980,10503,7052,703,6482,543,413,660,741,959,1200,845,733,190,198,48724,62163,26038,47519,33994,4.790419162,2.10314212,49.67571312,44.107150299999994,2,1616,1700,5361,923,3316,2045,161,728,8419,5875,1587,12743,3138,6597,5183,3594,0.01662363831,0.954159058,0.008878534096999999,0.0028335747120000004,0.01020086896,0.0,0.0,0.007304325923999999,0.491719665,0.508280335,0.06655752157,0.0579938291,0.0659278383,0.05736414583,0.05320823626,0.11435048169999999,0.1147282917,0.12877022859999998,0.08286631824,0.06063849884,0.09766387507000002,0.06800579308999999,0.03192494175,0.9551743926999999,0.044825607350000005,0.08377044122,0.06371490281,0.1018204258,0.114316569,0.1479481641,0.1851280469,0.1303609997,0.113082382,0.029311940760000002,0.030546127739999998,0.2493057698,0.2622647331,0.8270595495,0.1423943227,0.5115705029,0.3154890466,0.010137900640000001,0.04584094201,0.5301303444,0.3699389207,0.09993073484,0.8024053901,0.1975946099,0.41540205280000003,0.32636483850000003,0.226308167,Richland County,Richland
"Rock Island County, Illinois",4005,90,0.02247191011,73141,145275,18459,104633,14107,315,3698,58,197,3808,145275,71596,73679,9181,8928,9059,9195,8969,18127,17163,17819,10508,9697,14754,8338,3537,40.1,427.4,0.098,142656,134260,99330,57412,8396,60294,4370,2745,6217,6214,8800,11868,7966,7998,2488,1628,52630,67715,28595,50194,37397,2.247191011,2.756840475,50.34658406,339.9040711,2,13332,15014,48180,10486,28346,19834,4378,40642,80622,52778,11875,118646,26629,63459,45490,32789,0.1270624677,0.7202409223999999,0.09710548958999998,0.0021683014970000003,0.02545517123,0.00039924281539999997,0.001356048873,0.02621235588,0.4928308381,0.5071691618999999,0.06319738427,0.061455859579999994,0.06235759766,0.06329375323,0.06173808295,0.1247771468,0.1181414559,0.1226570298,0.07233178455,0.06674926863,0.10155911199999999,0.057394596449999995,0.02434692824,0.9411451323000001,0.058854867649999996,0.0724781902,0.045526918099999994,0.1031114207,0.1030616645,0.1459515043,0.19683550600000002,0.1321192822,0.1326500149,0.041264470760000005,0.02700102829,0.22111652899999998,0.2490131688,0.7990844859999999,0.1739144857,0.4701296978,0.3289547882,0.030135949060000004,0.2797590776,0.5549612803,0.363297195,0.08174152469,0.8166993633,0.18330063670000002,0.4368198245,0.3131302702,0.2257029771,Rock Island County,Rock Island
"Saline County, Illinois",559,9,0.01610017889,8267,24231,430,22175,683,40,185,47,13,658,24231,11962,12269,1472,1224,1597,1473,1349,2995,2689,3239,1646,1764,2666,1393,724,42.0,379.88800000000003,0.07200000000000001,23768,22566,13575,12871,1202,10002,1019,1070,1334,961,1371,1686,1021,1075,261,204,41167,56381,23690,48657,31450,1.610017889,2.306962156,34.11745285,63.78458914,2,3423,2332,8462,1336,5755,2707,758,2056,12799,9315,2117,19448,4783,10110,7574,5823,0.01774586274,0.9151500144,0.028187033139999998,0.001650777929,0.007634847922,0.001939664067,0.0005365028270000001,0.02715529693,0.4936651397,0.5063348603,0.06074862779,0.050513804630000006,0.06590730882,0.060789897239999995,0.05567248566000001,0.1236019974,0.1109735463,0.1336717428,0.06792951178,0.07279930667000001,0.11002434900000001,0.057488341379999995,0.029879080519999997,0.9494278020999999,0.050572197910000005,0.1018796241,0.1069786043,0.13337332529999998,0.09608078384,0.1370725855,0.1685662867,0.1020795841,0.1074785043,0.026094781040000004,0.02039592082,0.34223155369999997,0.2331533693,0.8460307937999999,0.13357328529999998,0.575384923,0.27064587079999997,0.03128224176,0.08484998556,0.5282076679,0.3844249102,0.08736742189999999,0.8026082291,0.19739177089999999,0.41723412159999995,0.3125748009,0.240311997,Saline County,Saline
"Sangamon County, Illinois",3988,63,0.01579739218,131583,197661,4449,159026,24901,168,3798,83,652,4584,197661,94876,102785,11423,12748,12571,12375,11878,25256,24163,26425,14645,13200,19035,9639,4303,40.0,868.296,0.09,195600,187305,143652,73665,8295,83661,5445,4028,8261,7352,9771,15107,11541,12459,5072,4625,60466,80536,34548,55106,44010,1.579739218,2.017595783,66.57003658,227.64241690000003,2,17734,17123,61505,17531,34857,26648,5487,38635,110414,73305,13942,164684,32977,86251,65233,41874,0.022508233790000002,0.8045390845999999,0.1259783164,0.0008499400488999999,0.0192147161,0.0004199108575,0.003298576856,0.023191221329999998,0.4799935243,0.5200064757,0.057790864160000004,0.06449426038,0.06359878782,0.0626071911,0.06009278512,0.1277743207,0.1222446512,0.1336884869,0.07409150009,0.06678100383999999,0.09630124304,0.0487653103,0.02176959542,0.9575920245,0.042407975460000004,0.06508408936000001,0.048146687230000006,0.09874373962,0.08787846189,0.1167927708,0.18057398309999997,0.1379495822,0.148922437,0.06062562006,0.0552826287,0.21197451620000002,0.20467123269999998,0.7351693143000001,0.20954805699999998,0.4166457489,0.31852356530000003,0.027759649100000002,0.1954609154,0.5586028605,0.37086223380000005,0.07053490572000001,0.8331638512,0.1668361488,0.4363582093,0.3300246381,0.21184755719999998,Sangamon County,Sangamon
"Schuyler County, Illinois",90,1,0.01111111111,2291,7064,29,6400,518,7,0,0,0,110,7064,3701,3363,300,322,460,400,332,750,888,1041,582,484,820,488,197,45.8,437.265,0.085,6986,6012,4344,2669,974,2836,161,148,243,370,591,555,397,268,73,30,46151,58448,23068,40372,32129,1.111111111,1.274065685,32.43204983,16.15496324,1,552,961,2465,341,1513,952,117,664,3452,2927,685,5559,1505,2564,2511,1792,0.004105322763000001,0.906002265,0.07332955832,0.0009909399773,0.0,0.0,0.0,0.015571913930000002,0.5239241223,0.47607587770000004,0.04246885617,0.04558323896000001,0.0651189128,0.05662514156,0.0469988675,0.10617214039999999,0.1257078143,0.1473669309,0.08238958097,0.06851642129,0.1160815402,0.06908267271,0.02788788222,0.8605782995,0.1394217005,0.056770098729999996,0.05218617772,0.08568406206,0.1304654443,0.2083921016,0.1956981664,0.1399858956,0.09449929478,0.02574047955,0.010578279270000001,0.1946403385,0.3388575458,0.8691819464,0.12023977429999999,0.5334978843,0.3356840621,0.016562853909999998,0.09399773499,0.4886749717,0.41435447340000003,0.09697055493,0.7869479049,0.2130520951,0.3629671574,0.35546432619999996,0.25368063420000003,Schuyler County,Schuyler
